years,rank,manufacturer,sales
2019-09,71,北京越野,1780
2019-09,72,星途,1640
2019-09,73,长安铃木,1491
2019-09,74,凯翼汽车,1420
2019-09,75,广汽讴歌,1407
2019-09,76,奇瑞捷豹路虎,1345
2019-09,77,北汽幻速,1287
2019-09,78,长安汽车,1253
2019-09,79,吉利几何,1184
2019-09,80,君马汽车,1136
2019-09,81,福田商用车,1083
2019-09,82,海马汽车,1034
2019-09,83,北汽昌河,1009
2019-09,84,长安凯程,848
2019-09,85,郑州日产,805
2019-09,86,郑州日产,625
2019-09,87,中国重汽VGV,618
2019-09,88,东风雷诺,606
2019-09,89,长城汽车,508
2019-09,90,华晨华颂,500
2019-09,91,长安汽车新能源,490
2019-09,92,开瑞汽车,452
2019-09,93,江淮新能源,382
2019-09,94,新特汽车,366
2019-09,95,昌河铃木,355
2019-09,96,野马汽车,342
2019-09,97,猎豹汽车,289
2019-09,98,云度新能源,222
2019-09,99,众泰新能源,218
2019-09,100,北京汽车制造厂,195
2019-09,101,力帆汽车,185
2019-09,102,江铃汽车,144
2019-09,103,江铃集团新能源,91
2019-09,104,DS汽车,75
2019-09,105,江西五十铃,64
2019-09,106,天津一汽,60
2019-09,107,东风裕隆,45
2019-09,108,福田汽车,23
2019-09,109,福汽新龙马,11
2019-09,110,福迪汽车,7
2019-09,111,一汽海马,4
2019-10,1,一汽-大众,147168
2019-10,2,上汽大众,141500
2019-10,3,吉利汽车,111789
2019-10,4,东风日产,107167
2019-10,5,长城汽车,86205
2019-10,6,上汽通用别克,77652
2019-10,7,东风本田,74049
2019-10,8,广汽丰田,70696
2019-10,9,广汽本田,64135
2019-10,10,长安汽车,63394
2019-10,11,一汽-大众奥迪,63301
2019-10,12,北京现代,62329
2019-10,13,一汽丰田,59151
2019-10,14,上汽通用五菱,56899
2019-10,15,上汽通用五菱,52398
2019-10,16,华晨宝马,48862
2019-10,17,北京奔驰,45646
2019-10,18,上汽通用雪佛兰,44817
2019-10,19,比亚迪,41759
2019-10,20,奇瑞汽车,38269
2019-10,21,上汽集团,37502
2019-10,22,广汽乘用车,28713
2019-10,23,上汽大众斯柯达,26853
2019-10,24,悦达起亚,24504
2019-10,25,上汽集团,20424
2019-10,26,长安福特,18370
2019-10,27,东风小康,17158
2019-10,28,奇瑞汽车,14070
2019-10,29,领克,14038
2019-10,30,上汽通用凯迪拉克,14000
2019-10,31,北京汽车,12943
2019-10,32,长安马自达,12653
2019-10,33,东风风行,12058
2019-10,34,一汽红旗,11888
2019-10,35,长安汽车,11196
2019-10,36,广汽三菱,10994
2019-10,37,沃尔沃亚太,10865
2019-10,38,长城汽车,10364
2019-10,39,一汽奔腾,10325
2019-10,40,众泰汽车,10322
2019-10,41,东风日产,9796
2019-10,42,北汽新能源,8390
2019-10,43,一汽马自达,7562
2019-10,44,江淮汽车,7524
2019-10,45,鑫源汽车,7484
2019-10,46,上汽大通,6430
2019-10,47,东风标致,6164
2019-10,48,广汽菲克Jeep,5432
2019-10,49,SWM斯威汽车,5016
2019-10,50,上汽通用五菱新能源,4636
2019-10,51,江铃福特,4603
2019-10,52,比速汽车,4493
2019-10,53,广汽埃安,4217
2019-10,54,东风乘用车,3975
2019-10,55,观致汽车,3861
2019-10,56,东风小康,3823
2019-10,57,东风雪铁龙,3566
2019-10,58,汉腾汽车,3195
2019-10,59,东风英菲尼迪,3166
2019-10,60,宝沃汽车,3130
2019-10,61,奇瑞捷豹路虎,2931
2019-10,62,奇瑞新能源,2834
2019-10,63,北京越野,2339
2019-10,64,华晨中华,2175
2019-10,65,福建奔驰,2144
2019-10,66,华晨雷诺,2053
2019-10,67,星途,2039
2019-10,68,蔚来,2019
2019-10,69,北汽昌河,1863
2019-10,70,长城新能源,1774
2019-10,71,凯翼汽车,1678
2019-10,72,吉利几何,1565
2019-10,73,广汽讴歌,1497
2019-10,74,东风雷诺,1220
2019-10,75,郑州日产,1210
2019-10,76,江淮大众,1200
2019-10,77,君马汽车,1193
2019-10,78,东南汽车,1193
2019-10,79,长安汽车新能源,1111
2019-10,80,奇瑞捷豹路虎,790
2019-10,81,广汽本田,764
2019-10,82,海马汽车,759
2019-10,83,郑州日产,742
2019-10,84,长安铃木,711
2019-10,85,昌河铃木,706
2019-10,86,中国重汽VGV,600
2019-10,87,长安凯程,559
2019-10,88,福田商用车,528
2019-10,89,北汽幻速,507
2019-10,90,小鹏汽车,505
2019-10,91,吉利新能源,481
2019-10,92,开瑞汽车,466
2019-10,93,长城汽车,444
2019-10,94,众泰新能源,313
2019-10,95,云度新能源,239
2019-10,96,江淮新能源,225
2019-10,97,北汽昌河,155
2019-10,98,福迪汽车,99
2019-10,99,江西五十铃,86
2019-10,100,江铃汽车,74
2019-10,101,福田汽车,44
2019-10,102,广汽三菱新能源,38
2019-10,103,江铃集团新能源,31
2019-10,104,野马汽车,28
2019-10,105,北京汽车制造厂,25
2019-10,106,绵阳金杯,20
2019-10,107,DS汽车,8
2019-10,108,力帆汽车,6
2019-10,109,一汽海马,3
2019-10,110,一汽吉林,2
2019-11,1,上汽大众,176900
2019-11,2,一汽-大众,158077
2019-11,3,吉利汽车,122592
2019-11,4,东风日产,114415
2019-11,5,长城汽车,83210
2019-11,6,东风本田,80688
2019-11,7,长安汽车,72081
2019-11,8,一汽丰田,71409
2019-11,9,上汽通用别克,70944
2019-11,10,广汽本田,68167
2019-11,11,广汽丰田,67135
2019-11,12,一汽-大众奥迪,65684
2019-11,13,北京现代,64159
2019-11,14,上汽通用五菱,57272
2019-11,15,华晨宝马,53951
2019-11,16,北京奔驰,47140
2019-11,17,奇瑞汽车,42867
2019-11,18,比亚迪,40167
2019-11,19,上汽集团,37796
2019-11,20,广汽乘用车,34968
2019-11,21,上汽通用五菱,34129
2019-11,22,上汽通用雪佛兰,31160
2019-11,23,上汽大众斯柯达,29925
2019-11,24,悦达起亚,23426
2019-11,25,上汽集团,23145
2019-11,26,东风小康,20972
2019-11,27,长安福特,18802
2019-11,28,上汽通用凯迪拉克,16800
2019-11,29,上汽通用五菱,14827
2019-11,30,奇瑞汽车,14369
2019-11,31,领克,14131
2019-11,32,一汽奔腾,12750
2019-11,33,一汽红旗,12514
2019-11,34,长安马自达,12512
2019-11,35,沃尔沃亚太,12201
2019-11,36,广汽三菱,11978
2019-11,37,东风风行,11212
2019-11,38,东风日产,10401
2019-11,39,长城汽车,10391
2019-11,40,一汽马自达,9981
2019-11,41,上汽通用五菱新能源,9809
2019-11,42,北汽新能源,9051
2019-11,43,长安汽车,9016
2019-11,44,北京汽车,8356
2019-11,45,江淮汽车,8140
2019-11,46,鑫源汽车,8039
2019-11,47,上汽大通,6800
2019-11,48,广汽菲克Jeep,6035
2019-11,49,广汽埃安,5823
2019-11,50,SWM斯威汽车,5747
2019-11,51,东风乘用车,5500
2019-11,52,东风标致,4775
2019-11,53,东风小康,4404
2019-11,54,比速汽车,4399
2019-11,55,奇瑞捷豹路虎,4231
2019-11,56,宝沃汽车,4082
2019-11,57,江铃福特,4053
2019-11,58,东风英菲尼迪,3900
2019-11,59,吉利新能源,3453
2019-11,60,众泰汽车,3152
2019-11,61,汉腾汽车,3110
2019-11,62,福建奔驰,2513
2019-11,63,东风雪铁龙,2501
2019-11,64,吉利几何,2456
2019-11,65,北京越野,2343
2019-11,66,长城新能源,2252
2019-11,67,星途,2203
2019-11,68,长安汽车新能源,2131
2019-11,69,长安铃木,2019
2019-11,70,凯翼汽车,2019
2019-11,71,华晨雷诺,2012
2019-11,72,东风雷诺,2004
2019-11,73,奇瑞捷豹路虎,1993
2019-11,74,郑州日产,1747
2019-11,75,广汽讴歌,1679
2019-11,76,观致汽车,1605
2019-11,77,北汽昌河,1516
2019-11,78,蔚来,1500
2019-11,79,海马汽车,1348
2019-11,80,北汽幻速,1202
2019-11,81,中国重汽VGV,1037
2019-11,82,小鹏汽车,1016
2019-11,83,华晨中华,939
2019-11,84,福田商用车,881
2019-11,85,广汽丰田新能源,865
2019-11,86,昌河铃木,674
2019-11,87,江淮新能源,664
2019-11,88,东南汽车,648
2019-11,89,开瑞汽车,557
2019-11,90,广汽本田,521
2019-11,91,江淮大众,439
2019-11,92,奇瑞新能源,385
2019-11,93,长安凯程,305
2019-11,94,福汽新龙马,206
2019-11,95,云度新能源,200
2019-11,96,北京汽车制造厂,165
2019-11,97,江铃汽车,139
2019-11,98,江西五十铃,106
2019-11,99,东风裕隆,48
2019-11,100,新特汽车,43
2019-11,101,福迪汽车,38
2019-11,102,广汽三菱新能源,38
2019-11,103,福田汽车,29
2019-11,104,郑州日产,26
2019-11,105,绵阳金杯,23
2019-11,106,长城汽车,20
2019-11,107,DS汽车,9
2019-11,108,江铃集团新能源,4
2019-11,109,知豆电动车,1
2019-11,110,郑州日产,1
2019-12,1,上汽大众,205610
2019-12,2,一汽-大众,127800
2019-12,3,吉利汽车,118119
2019-12,4,东风日产,117747
2019-12,5,北京现代,116211
2019-12,6,上汽通用五菱,83284
2019-12,7,长城汽车,78391
2019-12,8,上汽通用别克,78274
2019-12,9,长安汽车,73909
2019-12,10,东风本田,69987
2019-12,11,广汽丰田,63619
2019-12,12,一汽丰田,62964
2019-12,13,广汽本田,62549
2019-12,14,一汽-大众奥迪,60546
2019-12,15,华晨宝马,52577
2019-12,16,上汽通用五菱,51506
2019-12,17,奇瑞汽车,48952
2019-12,18,北京奔驰,47625
2019-12,19,上汽集团,45870
2019-12,20,比亚迪,39164
2019-12,21,上汽大众斯柯达,34555
2019-12,22,广汽乘用车,31659
2019-12,23,悦达起亚,31373
2019-12,24,上汽集团,29327
2019-12,25,上汽通用雪佛兰,27560
2019-12,26,上汽通用五菱,24606
2019-12,27,东风小康,24531
2019-12,28,奇瑞汽车,20357
2019-12,29,北汽新能源,19097
2019-12,30,长安福特,17664
2019-12,31,上汽通用凯迪拉克,17659
2019-12,32,东风日产,17564
2019-12,33,一汽奔腾,15692
2019-12,34,沃尔沃亚太,14725
2019-12,35,广汽三菱,13527
2019-12,36,长安马自达,12598
2019-12,37,北京汽车,12314
2019-12,38,一汽马自达,12150
2019-12,39,一汽红旗,12121
2019-12,40,领克,10807
2019-12,41,广汽菲克Jeep,10062
2019-12,42,东风风行,10028
2019-12,43,江淮汽车,9804
2019-12,44,广汽埃安,9699
2019-12,45,长城汽车,9394
2019-12,46,鑫源汽车,9230
2019-12,47,上汽通用五菱新能源,8352
2019-12,48,长安汽车,8252
2019-12,49,上汽大通,6876
2019-12,50,SWM斯威汽车,6449
2019-12,51,东风乘用车,5652
2019-12,52,凯翼汽车,5229
2019-12,53,东风英菲尼迪,4683
2019-12,54,东风小康,4547
2019-12,55,江铃福特,4534
2019-12,56,比速汽车,4418
2019-12,57,宝沃汽车,3973
2019-12,58,北京越野,3843
2019-12,59,东风雷诺,3466
2019-12,60,领途汽车,3338
2019-12,61,众泰汽车,3270
2019-12,62,奇瑞捷豹路虎,3265
2019-12,63,汉腾汽车,3185
2019-12,64,东风标致,3017
2019-12,65,东南汽车,2987
2019-12,66,福建奔驰,2771
2019-12,67,长城新能源,2653
2019-12,68,北汽昌河,2627
2019-12,69,长安铃木,2563
2019-12,70,华晨雷诺,2518
2019-12,71,东风雪铁龙,2507
2019-12,72,蔚来,2363
2019-12,73,长安汽车新能源,2354
2019-12,74,奇瑞捷豹路虎,2227
2019-12,75,中国重汽VGV,2203
2019-12,76,郑州日产,2177
2019-12,77,郑州日产,2060
2019-12,78,星途,2001
2019-12,79,观致汽车,1829
2019-12,80,广汽讴歌,1796
2019-12,81,昌河铃木,1592
2019-12,82,北汽幻速,1515
2019-12,83,小鹏汽车,1485
2019-12,84,华晨中华,1415
2019-12,85,福田商用车,1242
2019-12,86,广汽丰田新能源,1178
2019-12,87,吉利几何,1070
2019-12,88,吉利新能源,1049
2019-12,89,开瑞汽车,815
2019-12,90,海马汽车,749
2019-12,91,奇瑞新能源,727
2019-12,92,东风本田,565
2019-12,93,江铃汽车,530
2019-12,94,福汽新龙马,446
2019-12,95,江淮新能源,404
2019-12,96,长安凯程,340
2019-12,97,江铃集团新能源,337
2019-12,98,北京汽车制造厂,319
2019-12,99,新特汽车,265
2019-12,100,云度新能源,192
2019-12,101,北汽昌河新能源,181
2019-12,102,江西五十铃,161
2019-12,103,长城汽车,72
2019-12,104,一汽吉林,58
2019-12,105,福田汽车,49
2019-12,106,广汽本田,31
2019-12,107,广汽三菱新能源,27
2019-12,108,力帆汽车,20
2019-12,109,郑州日产新能源,20
2019-12,110,东风裕隆,12
2019-12,111,DS汽车,11
2019-12,112,福迪汽车,11
2019-12,113,一汽海马,10
2019-12,114,华晨华颂,8
2019-12,115,广汽菲克菲亚特,6
2019-12,116,绵阳金杯,6
2019-12,117,悦达起亚,1
2020-01,1,一汽-大众,113148
2020-01,2,上汽大众,105200
2020-01,3,吉利汽车,101416
2020-01,4,东风日产,89996
2020-01,5,一汽丰田,73598
2020-01,6,上汽通用别克,68718
2020-01,7,东风本田,67246
2020-01,8,广汽丰田,66384
2020-01,9,广汽本田,61572
2020-01,10,长城汽车,59008
2020-01,11,长安汽车,58719
2020-01,12,一汽-大众奥迪,53888
2020-01,13,华晨宝马,48432
2020-01,14,北京奔驰,42695
2020-01,15,上汽集团,39831
2020-01,16,上汽通用雪佛兰,36988
2020-01,17,广汽乘用车,34554
2020-01,18,北京现代,34498
2020-01,19,奇瑞汽车,31084
2020-01,20,比亚迪,25704
2020-01,21,悦达起亚,23954
2020-01,22,上汽通用五菱,23871
2020-01,23,上汽通用凯迪拉克,19600
2020-01,24,上汽集团,19451
2020-01,25,上汽通用五菱,19442
2020-01,26,一汽-大众捷达,16908
2020-01,27,长安福特,15272
2020-01,28,一汽奔腾,13858
2020-01,29,东风小康,13719
2020-01,30,一汽红旗,12629
2020-01,31,奇瑞汽车,12585
2020-01,32,上汽通用五菱,11966
2020-01,33,东风风行,11109
2020-01,34,沃尔沃亚太,10878
2020-01,35,江淮汽车,10420
2020-01,36,上汽大众斯柯达,9664
2020-01,37,东风日产,9120
2020-01,38,领克,9008
2020-01,39,长安马自达,8866
2020-01,40,广汽三菱,8272
2020-01,41,一汽马自达,7539
2020-01,42,长安汽车,7045
2020-01,43,长城汽车,6395
2020-01,44,SWM斯威汽车,5400
2020-01,45,比速汽车,5310
2020-01,46,东风乘用车,4025
2020-01,47,东风小康,3871
2020-01,48,上汽大通,3698
2020-01,49,鑫源汽车,3496
2020-01,50,北京汽车,3422
2020-01,51,广汽埃安,3002
2020-01,52,众泰汽车,2600
2020-01,53,汉腾汽车,2600
2020-01,54,江铃福特,2588
2020-01,55,奇瑞捷豹路虎,2265
2020-01,56,东风标致,2253
2020-01,57,宝沃汽车,2105
2020-01,58,广汽菲克Jeep,2067
2020-01,59,奇瑞捷豹路虎,1908
2020-01,60,华晨中华,1863
2020-01,61,蔚来,1854
2020-01,62,福建奔驰,1716
2020-01,63,星途,1675
2020-01,64,长安铃木,1625
2020-01,65,北汽新能源,1599
2020-01,66,东风雪铁龙,1441
2020-01,67,上汽通用五菱新能源,1417
2020-01,68,东南汽车,1383
2020-01,69,长城新能源,1300
2020-01,70,广汽丰田新能源,1236
2020-01,71,北京越野,1147
2020-01,72,凯翼汽车,1082
2020-01,73,郑州日产,998
2020-01,74,广汽讴歌,901
2020-01,75,东风英菲尼迪,882
2020-01,76,长安汽车新能源,823
2020-01,77,北汽幻速,817
2020-01,78,吉利新能源,750
2020-01,79,北汽昌河,660
2020-01,80,小鹏汽车,630
2020-01,81,东风雷诺,586
2020-01,82,海马汽车,517
2020-01,83,华晨雷诺,448
2020-01,84,福田商用车,448
2020-01,85,长城汽车,425
2020-01,86,众泰新能源,400
2020-01,87,开瑞汽车,374
2020-01,88,江淮新能源,316
2020-01,89,腾势汽车,296
2020-01,90,东风本田,264
2020-01,91,奇瑞新能源,249
2020-01,92,领途汽车,244
2020-01,93,长安凯程,215
2020-01,94,北京汽车制造厂,167
2020-01,95,江西五十铃,149
2020-01,96,江铃汽车,119
2020-01,97,云度新能源,108
2020-01,98,吉利几何,96
2020-01,99,观致汽车,92
2020-01,100,福汽新龙马,90
2020-01,101,福田汽车,71
2020-01,102,福迪汽车,52
2020-01,103,DS汽车,34
2020-01,104,江铃集团新能源,26
2020-01,105,广汽本田,9
2020-01,106,广汽三菱新能源,7
2020-01,107,郑州日产新能源,4
2020-01,108,北汽昌河新能源,3
2020-01,109,郑州日产,2
2020-02,1,吉利汽车,18102
2020-02,2,东风日产,14643
2020-02,3,奇瑞汽车,13594
2020-02,4,长安汽车,10900
2020-02,5,北京奔驰,10555
2020-02,6,一汽-大众,8818
2020-02,7,上汽大众,8400
2020-02,8,一汽-大众奥迪,8105
2020-02,9,华晨宝马,8039
2020-02,10,广汽本田,7459
2020-02,11,长城汽车,7082
2020-02,12,一汽丰田,6535
2020-02,13,广汽丰田,5500
2020-02,14,一汽-大众捷达,5217
2020-02,15,比亚迪,5197
2020-02,16,上汽集团,4731
2020-02,17,广汽乘用车,4407
2020-02,18,上汽通用五菱,4144
2020-02,19,上汽通用别克,4066
2020-02,20,奇瑞汽车,3728
2020-02,21,江淮汽车,3714
2020-02,22,上汽通用五菱,3503
2020-02,23,长安福特,3469
2020-02,24,上汽通用雪佛兰,3313
2020-02,25,长安汽车,3046
2020-02,26,东风风行,3016
2020-02,27,上汽集团,2674
2020-02,28,东风小康,2494
2020-02,29,领克,2066
2020-02,30,长安马自达,1759
2020-02,31,北京现代,1696
2020-02,32,广汽埃安,1619
2020-02,33,一汽奔腾,1611
2020-02,34,上汽大众斯柯达,1600
2020-02,35,悦达起亚,1578
2020-02,36,北京汽车,1224
2020-02,37,一汽马自达,1135
2020-02,38,一汽红旗,1114
2020-02,39,上汽通用五菱,1079
2020-02,40,北汽新能源,1034
2020-02,41,SWM斯威汽车,955
2020-02,42,华晨雷诺,863
2020-02,43,上汽大通,844
2020-02,44,福建奔驰,740
2020-02,45,蔚来,707
2020-02,46,中国重汽VGV,639
2020-02,47,华晨中华,556
2020-02,48,鑫源汽车,521
2020-02,49,长城汽车,451
2020-02,50,星途,437
2020-02,51,北汽昌河,420
2020-02,52,凯翼汽车,419
2020-02,53,长安汽车新能源,411
2020-02,54,长安铃木,411
2020-02,55,广汽菲克Jeep,407
2020-02,56,东风雪铁龙,402
2020-02,57,江铃福特,381
2020-02,58,广汽三菱,349
2020-02,59,上汽通用五菱新能源,335
2020-02,60,东风标致,333
2020-02,61,福田商用车,292
2020-02,62,吉利几何,285
2020-02,63,东风日产,271
2020-02,64,东南汽车,263
2020-02,65,长城新能源,256
2020-02,66,汉腾汽车,253
2020-02,67,东风乘用车,214
2020-02,68,开瑞汽车,206
2020-02,69,北汽幻速,200
2020-02,70,郑州日产,198
2020-02,71,沃尔沃亚太,168
2020-02,72,上汽通用凯迪拉克,157
2020-02,73,宝沃汽车,143
2020-02,74,海马汽车,134
2020-02,75,福汽新龙马,125
2020-02,76,吉利新能源,108
2020-02,77,云度新能源,101
2020-02,78,北京越野,100
2020-02,79,腾势汽车,66
2020-02,80,长安凯程,53
2020-02,81,江淮新能源,51
2020-02,82,观致汽车,50
2020-02,83,领途汽车,48
2020-02,84,长城汽车,41
2020-02,85,奇瑞新能源,31
2020-02,86,广汽讴歌,25
2020-02,87,比速汽车,21
2020-02,88,奇瑞捷豹路虎,19
2020-02,89,江西五十铃,18
2020-02,90,奇瑞捷豹路虎,13
2020-02,91,福田汽车,10
2020-02,92,DS汽车,7
2020-02,93,江铃汽车,3
2020-02,94,郑州日产新能源,2
2020-02,95,福迪汽车,1
2020-02,96,广汽三菱新能源,1
2020-03,1,一汽-大众,67576
2020-03,2,吉利汽车,64354
2020-03,3,上汽大众,56806
2020-03,4,长安汽车,51940
2020-03,5,广汽丰田,49259
2020-03,6,北京奔驰,46961
2020-03,7,东风日产,44886
2020-03,8,华晨宝马,43263
2020-03,9,北京现代,41793
2020-03,10,长城汽车,40337
2020-03,11,一汽丰田,38882
2020-03,12,一汽-大众奥迪,34753
2020-03,13,广汽本田,32074
2020-03,14,比亚迪,28758
2020-03,15,上汽通用别克,26520
2020-03,16,上汽通用五菱,23222
2020-03,17,奇瑞汽车,22427
2020-03,18,长安汽车,18849
2020-03,19,悦达起亚,17632
2020-03,20,广汽乘用车,17599
2020-03,21,上汽集团,15302
2020-03,22,上汽通用五菱,13634
2020-03,23,上汽通用雪佛兰,13464
2020-03,24,上汽集团,13221
2020-03,25,长安福特,10649
2020-03,26,一汽-大众捷达,10235
2020-03,27,东风本田,10014
2020-03,28,一汽红旗,8619
2020-03,29,东风小康,8168
2020-03,30,江淮汽车,7580
2020-03,31,领克,7369
2020-03,32,长安马自达,6715
2020-03,33,沃尔沃亚太,6520
2020-03,34,东风风行,6422
2020-03,35,北汽新能源,5938
2020-03,36,一汽奔腾,5747
2020-03,37,上汽通用凯迪拉克,5703
2020-03,38,奇瑞汽车,5199
2020-03,39,广汽菲克Jeep,5008
2020-03,40,一汽马自达,4666
2020-03,41,SWM斯威汽车,4615
2020-03,42,鑫源汽车,4570
2020-03,43,上汽通用五菱,4453
2020-03,44,北京汽车,4169
2020-03,45,广汽埃安,3503
2020-03,46,上汽大众斯柯达,3210
2020-03,47,北京越野,3099
2020-03,48,长城汽车,3055
2020-03,49,东风乘用车,3037
2020-03,50,东风小康,2464
2020-03,51,比速汽车,2180
2020-03,52,东风日产,2130
2020-03,53,广汽三菱,2038
2020-03,54,福建奔驰,1628
2020-03,55,蔚来,1624
2020-03,56,上汽通用五菱新能源,1557
2020-03,57,上汽大通,1501
2020-03,58,中国重汽VGV,1480
2020-03,59,江铃福特,1461
2020-03,60,长安铃木,1446
2020-03,61,东风标致,1403
2020-03,62,东南汽车,1379
2020-03,63,奇瑞捷豹路虎,1373
2020-03,64,华晨雷诺,1229
2020-03,65,威马汽车,1173
2020-03,66,长城新能源,1147
2020-03,67,北汽昌河,1113
2020-03,68,福田商用车,919
2020-03,69,东风英菲尼迪,884
2020-03,70,星途,877
2020-03,71,长安汽车新能源,791
2020-03,72,小鹏汽车,789
2020-03,73,汉腾汽车,781
2020-03,74,华晨中华,737
2020-03,75,宝沃汽车,734
2020-03,76,奇瑞捷豹路虎,710
2020-03,77,广汽讴歌,648
2020-03,78,昌河铃木,622
2020-03,79,郑州日产,620
2020-03,80,东风雪铁龙,553
2020-03,81,海马汽车,521
2020-03,82,凯翼汽车,505
2020-03,83,众泰汽车,463
2020-03,84,腾势汽车,436
2020-03,85,野马汽车,392
2020-03,86,江淮新能源,374
2020-03,87,北汽幻速,359
2020-03,88,观致汽车,324
2020-03,89,吉利新能源,318
2020-03,90,吉利几何,293
2020-03,91,开瑞汽车,252
2020-03,92,长安凯程,238
2020-03,93,广汽丰田新能源,221
2020-03,94,长城汽车,155
2020-03,95,领途汽车,140
2020-03,96,江铃汽车,120
2020-03,97,江西五十铃,113
2020-03,98,众泰新能源,110
2020-03,99,奇瑞新能源,107
2020-03,100,北京汽车制造厂,102
2020-03,101,东风雷诺,77
2020-03,102,福汽新龙马,74
2020-03,103,福田汽车,20
2020-03,104,DS汽车,20
2020-03,105,云度新能源,18
2020-03,106,郑州日产新能源,14
2020-03,107,力帆汽车,8
2020-03,108,广汽本田,6
2020-03,109,广汽三菱新能源,5
2020-03,110,江铃集团新能源,5
2020-03,111,东风本田,1
2020-04,1,上汽大众,113986
2020-04,2,吉利汽车,95144
2020-04,3,一汽-大众,88545
2020-04,4,东风日产,82185
2020-04,5,东风本田,73827
2020-04,6,广汽本田,70566
2020-04,7,一汽丰田,68498
2020-04,8,上汽通用别克,64869
2020-04,9,广汽丰田,63607
2020-04,10,长城汽车,57098
2020-04,11,华晨宝马,56204
2020-04,12,长安汽车,53937
2020-04,13,一汽-大众奥迪,50500
2020-04,14,北京奔驰,49966
2020-04,15,上汽通用五菱,42069
2020-04,16,上汽通用五菱,41946
2020-04,17,北京现代,31244
2020-04,18,比亚迪,31076
2020-04,19,上汽集团,25784
2020-04,20,上汽通用雪佛兰,25358
2020-04,21,奇瑞汽车,25025
2020-04,22,悦达起亚,23534
2020-04,23,沃尔沃亚太,18696
2020-04,24,广汽乘用车,18321
2020-04,25,长安福特,18167
2020-04,26,上汽集团,16024
2020-04,27,上汽通用凯迪拉克,15002
2020-04,28,一汽红旗,14519
2020-04,29,一汽-大众捷达,14415
2020-04,30,长安马自达,11761
2020-04,31,江淮汽车,11350
2020-04,32,领克,10156
2020-04,33,SWM斯威汽车,8438
2020-04,34,上汽大众斯柯达,8364
2020-04,35,东风风行,7738
2020-04,36,鑫源汽车,7167
2020-04,37,一汽奔腾,6306
2020-04,38,一汽马自达,6306
2020-04,39,长城汽车,6070
2020-04,40,比速汽车,5986
2020-04,41,上汽通用五菱,5917
2020-04,42,奇瑞汽车,5760
2020-04,43,东风日产,5529
2020-04,44,广汽三菱,4993
2020-04,45,奇瑞捷豹路虎,4698
2020-04,46,广汽埃安,4100
2020-04,47,东风小康,4068
2020-04,48,东风小康,3785
2020-04,51,特斯拉中国,3635
2020-04,52,广汽菲克Jeep,3509
2020-04,53,长安汽车,3044
2020-04,54,东风标致,3036
2020-04,55,蔚来,3015
2020-04,56,奇瑞捷豹路虎,3003
2020-04,57,北京汽车,2868
2020-04,58,福建奔驰,2840
2020-04,59,理想,2622
2020-04,60,长安林肯,2298
2020-04,61,东风雪铁龙,2186
2020-04,62,东风英菲尼迪,2097
2020-04,63,上汽通用五菱新能源,2042
2020-04,64,长城新能源,1765
2020-04,65,长安铃木,1711
2020-04,66,中国重汽VGV,1521
2020-04,67,江铃福特,1514
2020-04,68,威马汽车,1388
2020-04,69,上汽大通,1378
2020-04,70,吉利新能源,1251
2020-04,71,广汽讴歌,1164
2020-04,72,小鹏汽车,1008
2020-04,73,郑州日产,990
2020-04,74,郑州日产,990
2020-04,75,星途,951
2020-04,76,宝沃汽车,775
2020-04,77,北汽新能源,760
2020-04,78,野马汽车,741
2020-04,79,观致汽车,710
2020-04,80,东风雷诺,710
2020-04,81,凯翼汽车,706
2020-04,82,汉腾汽车,646
2020-04,83,江淮新能源,644
2020-04,84,广汽丰田新能源,606
2020-04,85,北汽昌河,567
2020-04,86,北京汽车制造厂,525
2020-04,87,福田商用车,461
2020-04,88,北京越野,460
2020-04,89,腾势汽车,433
2020-04,90,华晨雷诺,426
2020-04,91,华晨中华,426
2020-04,92,云雀汽车,398
2020-04,93,海马汽车,368
2020-04,94,长安汽车新能源,368
2020-04,95,北汽幻速,298
2020-04,96,昌河铃木,254
2020-04,97,奇瑞新能源,209
2020-04,98,江铃汽车,201
2020-04,99,北汽昌河,200
2020-04,100,长安凯程,174
2020-04,101,吉利几何,168
2020-04,102,长城汽车,166
2020-04,103,陆风汽车,157
2020-04,104,江西五十铃,119
2020-04,105,东南汽车,111
2020-04,106,众泰汽车,110
2020-04,107,众泰新能源,110
2020-04,108,开瑞汽车,96
2020-04,109,力帆汽车,62
2020-04,110,福汽新龙马,60
2020-04,111,领途汽车,53
2020-04,112,雷丁,29
2020-04,113,云度新能源,25
2020-04,114,江铃集团新能源,20
2020-04,115,北汽昌河新能源,11
2020-04,116,郑州日产新能源,9
2020-04,117,广汽三菱新能源,7
2020-04,118,福迪汽车,7
2020-04,119,福田汽车,4
2020-04,120,东风本田,2
2020-04,121,DS汽车,2
2020-05,1,上汽大众,119000
2020-05,2,一汽-大众,104991
2020-05,3,东风日产,98777
2020-05,4,吉利汽车,93192
2020-05,5,上汽通用别克,81587
2020-05,6,东风本田,72815
2020-05,7,一汽丰田,67665
2020-05,8,广汽丰田,66901
2020-05,9,广汽本田,59277
2020-05,10,长安汽车,58588
2020-05,11,华晨宝马,57903
2020-05,12,一汽-大众奥迪,56473
2020-05,13,北京奔驰,55287
2020-05,14,长城汽车,51915
2020-05,15,上汽通用五菱,46925
