车型,厂商,时间,月销量(辆),当月销量排名,占厂商份额,在厂商排名,在SUV排名
长安CS55PLUS,长安汽车,2023-12,7029,100,8.94%,5,46
长安CS55PLUS,长安汽车,2023-11,7185,90,9.35%,5,41
长安CS55PLUS,长安汽车,2023-10,8374,81,9.56%,5,35
长安CS55PLUS,长安汽车,2023-09,8312,77,9.78%,5,34
长安CS55PLUS,长安汽车,2023-08,7368,84,8.83%,5,38
长安CS55PLUS,长安汽车,2023-07,7161,81,8.48%,5,37
长安CS55PLUS,长安汽车,2023-06,6910,86,8.02%,5,39
长安CS55PLUS,长安汽车,2023-05,7739,68,9.53%,5,28
长安CS55PLUS,长安汽车,2023-04,7034,73,9.20%,5,32
长安CS55PLUS,长安汽车,2023-03,6300,74,9.35%,5,32
长安CS55PLUS,长安汽车,2023-02,13086,18,18.11%,2,8
AION S,广汽埃安,2024-02,5462,67,46.02%,2,17
AION S,广汽埃安,2024-01,9534,70,45.15%,2,15
AION S,广汽埃安,2023-12,15216,36,36.27%,2,6
AION S,广汽埃安,2023-11,11728,50,30.22%,2,11
AION S,广汽埃安,2023-10,11730,51,28.73%,2,11
AION S,广汽埃安,2023-09,21546,16,42.78%,2,6
AION S,广汽埃安,2023-08,22648,11,43.51%,2,6
AION S,广汽埃安,2023-07,22437,10,49.83%,1,5
AION S,广汽埃安,2023-06,22487,12,49.96%,1,5
AION S,广汽埃安,2023-05,25233,7,56.07%,1,4
AION S,广汽埃安,2023-04,19569,11,47.72%,2,4
AION S,广汽埃安,2023-03,26392,6,65.95%,1,2
AION S,广汽埃安,2023-02,16827,9,55.93%,1,4
理想L8,理想,2024-02,5457,68,26.95%,3,33
理想L8,理想,2024-01,9061,73,29.07%,2,37
理想L8,理想,2023-12,15013,37,29.81%,2,19
理想L8,理想,2023-11,12476,45,30.41%,2,19
理想L8,理想,2023-10,12142,46,30.04%,3,22
理想L8,理想,2023-09,11193,53,31.04%,3,24
理想L8,理想,2023-08,11227,46,32.16%,2,20
理想L8,理想,2023-07,11315,42,33.15%,2,18
理想L8,理想,2023-06,9618,66,30.85%,2,30
理想L8,理想,2023-05,7604,69,29.73%,2,29
理想L8,理想,2023-04,6887,74,26.82%,2,33
理想L8,理想,2023-03,6224,76,29.89%,2,33
理想L8,理想,2023-02,8192,46,49.29%,1,19
哈弗大狗,长城汽车,2024-02,5451,69,25.40%,2,34
哈弗大狗,长城汽车,2024-01,7979,85,19.65%,2,42
哈弗大狗,长城汽车,2023-12,9601,75,21.80%,2,34
哈弗大狗,长城汽车,2023-11,11335,54,23.20%,2,23
哈弗大狗,长城汽车,2023-10,13796,36,25.81%,2,18
哈弗大狗,长城汽车,2023-09,14473,31,28.32%,2,14
哈弗大狗,长城汽车,2023-08,13696,32,30.58%,2,13
哈弗大狗,长城汽车,2023-07,10630,51,23.68%,2,22
哈弗大狗,长城汽车,2023-06,10718,50,25.61%,2,22
哈弗大狗,长城汽车,2023-05,10751,45,27.54%,2,17
哈弗大狗,长城汽车,2023-04,10779,40,29.75%,2,16
哈弗大狗,长城汽车,2023-03,7714,59,23.74%,2,23
哈弗大狗,长城汽车,2023-02,5442,83,19.13%,2,36
皓影,广汽本田,2024-02,5341,70,22.10%,3,35
