车型,厂商,时间,月销量(辆),当月销量排名,占厂商份额,在厂商排名,在SUV排名
凯迪拉克GT4,上汽通用凯迪拉克,2023-06,273,407,1.65%,6,215
凯迪拉克GT4,上汽通用凯迪拉克,2023-05,342,386,1.71%,7,199
捷豹E-PACE,奇瑞捷豹路虎,2024-02,94,443,10.54%,3,240
捷豹E-PACE,奇瑞捷豹路虎,2024-01,169,439,9.21%,3,238
捷豹E-PACE,奇瑞捷豹路虎,2023-12,548,377,24.68%,3,201
捷豹E-PACE,奇瑞捷豹路虎,2023-11,128,473,6.22%,3,260
捷豹E-PACE,奇瑞捷豹路虎,2023-10,111,475,6.05%,3,260
捷豹E-PACE,奇瑞捷豹路虎,2023-09,225,437,9.18%,3,235
捷豹E-PACE,奇瑞捷豹路虎,2023-08,24,510,1.15%,3,277
捷豹E-PACE,奇瑞捷豹路虎,2021-12,--,--,--,--,--
捷豹E-PACE,奇瑞捷豹路虎,2021-11,--,--,--,--,--
捷豹E-PACE,奇瑞捷豹路虎,2021-10,--,--,--,--,--
捷豹E-PACE,奇瑞捷豹路虎,2021-09,--,--,--,--,--
捷豹E-PACE,奇瑞捷豹路虎,2021-08,--,--,--,--,--
捷豹E-PACE,奇瑞捷豹路虎,2021-07,--,--,--,--,--
坦克500,长城汽车,2024-02,91,444,1.28%,4,241
坦克500,长城汽车,2024-01,377,385,2.17%,4,205
坦克500,长城汽车,2023-12,345,430,2.42%,4,233
坦克500,长城汽车,2023-11,339,405,2.30%,4,224
坦克500,长城汽车,2023-10,471,369,2.73%,4,200
坦克500,长城汽车,2023-09,404,386,2.72%,3,210
坦克500,长城汽车,2023-08,685,322,5.58%,3,167
坦克500,长城汽车,2023-07,1034,277,9.69%,3,145
坦克500,长城汽车,2023-06,1451,243,12.80%,2,125
坦克500,长城汽车,2023-05,941,281,10.52%,2,136
坦克500,长城汽车,2023-04,1084,265,11.20%,2,128
坦克500,长城汽车,2023-03,1506,222,13.24%,2,107
坦克500,长城汽车,2023-02,1022,245,16.54%,2,118
名爵6,上汽集团,2024-02,89,445,1.49%,5,65
名爵6,上汽集团,2024-01,177,435,1.57%,5,64
名爵6,上汽集团,2023-12,404,415,4.08%,4,61
名爵6,上汽集团,2023-11,246,429,3.02%,5,67
名爵6,上汽集团,2023-10,215,428,2.18%,5,69
名爵6,上汽集团,2023-09,322,405,3.49%,5,65
名爵6,上汽集团,2023-08,38,500,0.47%,5,78
名爵6,上汽集团,2023-07,48,494,0.64%,5,75
名爵6,上汽集团,2023-06,134,449,1.57%,5,73
名爵6,上汽集团,2023-05,104,460,1.28%,5,76
名爵6,上汽集团,2023-04,252,417,3.79%,5,74
名爵6,上汽集团,2023-03,119,456,1.94%,4,75
名爵6,上汽集团,2023-02,623,310,7.32%,4,64
江淮QX PHEV,江汽集团,2024-02,88,446,38.43%,2,242
江淮QX PHEV,江汽集团,2024-01,127,458,27.79%,2,249
江淮QX PHEV,江汽集团,2023-12,360,426,11.53%,3,229
江淮QX PHEV,江汽集团,2023-11,216,440,3.88%,3,239
江淮QX PHEV,江汽集团,2023-10,694,334,10.42%,3,181
江淮QX PHEV,江汽集团,2023-09,746,332,15.70%,2,177
腾势N8,腾势汽车,2024-02,85,447,1.85%,3,243
大家9,上汽大通,2024-02,84,449,7.43%,3,45
大家9,上汽大通,2024-01,319,394,13.08%,3,39
大家9,上汽大通,2023-12,430,412,14.28%,3,41
大家9,上汽大通,2023-11,398,387,14.42%,3,37
大家9,上汽大通,2023-10,315,411,12.67%,3,37
大家9,上汽大通,2023-09,303,410,9.79%,3,44
大家9,上汽大通,2023-08,331,401,10.29%,3,38
大家9,上汽大通,2023-07,322,398,10.79%,3,38
大家9,上汽大通,2023-06,289,399,10.50%,3,36
大家9,上汽大通,2023-05,269,407,9.20%,3,38
大家9,上汽大通,2023-04,205,430,8.75%,3,39
大家9,上汽大通,2023-03,131,447,5.56%,4,45
大家9,上汽大通,2023-02,258,396,15.03%,3,38
途安,上汽大众,2024-02,84,448,0.14%,15,44
途安,上汽大众,2024-01,113,467,0.10%,15,50
途安,上汽大众,2023-12,33,521,0.02%,15,56
途安,上汽大众,2023-11,33,511,0.03%,16,53
途安,上汽大众,2023-10,93,483,0.09%,16,47
途安,上汽大众,2023-09,57,493,0.05%,17,51
途安,上汽大众,2023-08,148,456,0.14%,17,45
途安,上汽大众,2023-07,51,491,0.05%,17,53
途安,上汽大众,2023-06,113,456,0.12%,17,44
途安,上汽大众,2023-05,90,468,0.10%,17,48
途安,上汽大众,2023-04,87,476,0.09%,17,49
途安,上汽大众,2023-03,127,450,0.16%,17,46
途安,上汽大众,2023-02,67,466,0.09%,17,44
合创A06,合创汽车,2024-02,82,450,10.88%,2,46
合创A06,合创汽车,2024-01,363,388,47.76%,1,44
合创A06,合创汽车,2023-12,173,473,18.56%,3,50
合创A06,合创汽车,2023-11,40,509,7.69%,3,47
合创A06,合创汽车,2023-10,38,507,6.33%,3,45
合创A06,合创汽车,2023-09,21,523,2.46%,2,47
合创A06,合创汽车,2023-08,22,514,2.13%,2,47
合创A06,合创汽车,2023-07,159,447,20.25%,2,44
合创A06,合创汽车,2023-06,77,477,3.52%,2,46
合创A06,合创汽车,2023-05,246,414,9.42%,2,44
合创A06,合创汽车,2023-04,144,451,3.16%,2,47
合创A06,合创汽车,2023-03,19,524,28.36%,2,48
合创A06,合创汽车,2023-02,158,427,13.08%,2,39
嘉华,悦达起亚,2024-02,77,451,2.18%,7,46
嘉华,悦达起亚,2024-01,166,441,2.94%,8,44
嘉华,悦达起亚,2023-12,156,477,2.40%,8,49
嘉华,悦达起亚,2023-11,157,455,3.32%,6,46
嘉华,悦达起亚,2023-10,233,426,5.08%,6,41
嘉华,悦达起亚,2023-09,290,414,5.78%,6,45
嘉华,悦达起亚,2023-08,205,438,5.02%,7,43
嘉华,悦达起亚,2023-07,267,412,5.62%,7,43
嘉华,悦达起亚,2023-06,184,437,3.62%,9,41
嘉华,悦达起亚,2023-05,123,453,1.72%,9,47
嘉华,悦达起亚,2023-04,149,446,1.98%,10,42
嘉华,悦达起亚,2023-03,87,476,1.42%,9,50
嘉华,悦达起亚,2023-02,53,478,0.83%,10,47
启辰星,东风日产,2024-02,75,452,2.81%,5,244
启辰星,东风日产,2024-01,51,500,1.37%,6,270
启辰星,东风日产,2023-12,109,490,1.70%,7,265
启辰星,东风日产,2023-11,234,432,4.58%,6,233
启辰星,东风日产,2023-10,112,474,2.52%,4,259
启辰星,东风日产,2023-09,106,478,1.85%,4,261
启辰星,东风日产,2023-08,272,416,4.90%,5,226
启辰星,东风日产,2023-07,425,369,8.26%,5,202
启辰星,东风日产,2023-06,594,328,11.98%,3,171
启辰星,东风日产,2023-05,467,353,9.69%,3,183
启辰星,东风日产,2023-04,400,374,8.87%,3,198
启辰星,东风日产,2023-03,393,381,4.91%,5,199
启辰星,东风日产,2023-02,273,391,4.55%,6,207
欧拉芭蕾猫,长城新能源,2024-02,74,454,3.69%,3,66
欧拉芭蕾猫,长城新能源,2024-01,181,431,3.95%,3,63
欧拉芭蕾猫,长城新能源,2023-12,397,417,4.87%,3,62
欧拉芭蕾猫,长城新能源,2023-11,144,461,1.82%,3,71
欧拉芭蕾猫,长城新能源,2023-10,401,389,4.28%,3,64
欧拉芭蕾猫,长城新能源,2023-09,81,484,0.87%,3,76
欧拉芭蕾猫,长城新能源,2023-08,73,478,1.01%,3,75
欧拉芭蕾猫,长城新能源,2023-07,101,470,1.18%,3,74
欧拉芭蕾猫,长城新能源,2023-06,113,457,1.31%,3,74
欧拉芭蕾猫,长城新能源,2023-05,459,355,5.20%,3,60
欧拉芭蕾猫,长城新能源,2023-04,472,357,5.84%,3,61
欧拉芭蕾猫,长城新能源,2023-03,253,414,4.54%,3,71
欧拉芭蕾猫,长城新能源,2023-02,128,437,3.30%,3,77
Polestar 4,Polestar,2024-02,74,455,100.00%,1,246
Polestar 4,Polestar,2024-01,186,429,99.47%,1,232
奔腾T55,一汽奔腾,2024-02,74,453,1.71%,5,245
奔腾T55,一汽奔腾,2024-01,666,324,8.58%,3,172
奔腾T55,一汽奔腾,2023-12,2921,202,19.29%,2,102
奔腾T55,一汽奔腾,2023-11,1555,250,17.34%,2,133
奔腾T55,一汽奔腾,2023-10,769,330,10.13%,4,179
奔腾T55,一汽奔腾,2023-09,315,408,4.73%,4,218
奔腾T55,一汽奔腾,2023-08,981,290,14.23%,3,151
奔腾T55,一汽奔腾,2023-07,726,320,11.28%,3,171
奔腾T55,一汽奔腾,2023-06,527,336,5.83%,3,176
奔腾T55,一汽奔腾,2023-05,513,345,8.74%,4,177
奔腾T55,一汽奔腾,2023-04,434,367,7.08%,3,194
奔腾T55,一汽奔腾,2023-03,568,343,10.34%,3,174
奔腾T55,一汽奔腾,2023-02,382,366,9.81%,4,191
钇为3,江汽集团,2024-02,73,456,35.10%,2,9
钇为3,江汽集团,2024-01,500,360,85.18%,1,8
钇为3,江汽集团,2023-12,509,390,100.00%,1,7
钇为3,江汽集团,2023-11,1318,271,100.00%,1,7
钇为3,江汽集团,2023-10,2239,207,100.00%,1,7
钇为3,江汽集团,2023-09,1227,272,100.00%,1,7
钇为3,江汽集团,2023-08,2490,179,100.00%,1,7
钇为3,江汽集团,2023-07,2191,195,100.00%,1,7
钇为3,江汽集团,2023-06,1061,273,100.00%,1,7
钇为3,江汽集团,2023-05,348,384,100.00%,1,--
沃尔沃S90新能源,沃尔沃亚太,2024-02,71,457,1.05%,6,25
沃尔沃S90新能源,沃尔沃亚太,2024-01,234,415,1.69%,6,21
沃尔沃S90新能源,沃尔沃亚太,2023-12,405,414,2.98%,6,25
沃尔沃S90新能源,沃尔沃亚太,2023-11,264,421,1.98%,6,21
沃尔沃S90新能源,沃尔沃亚太,2023-10,241,425,1.82%,6,20
沃尔沃S90新能源,沃尔沃亚太,2023-09,229,435,1.68%,6,20
沃尔沃S90新能源,沃尔沃亚太,2023-08,243,426,1.75%,6,22
沃尔沃S90新能源,沃尔沃亚太,2023-07,238,423,1.91%,6,22
沃尔沃S90新能源,沃尔沃亚太,2023-06,317,388,2.33%,6,19
沃尔沃S90新能源,沃尔沃亚太,2023-05,256,409,2.09%,6,17
沃尔沃S90新能源,沃尔沃亚太,2023-04,228,421,2.14%,6,22
沃尔沃S90新能源,沃尔沃亚太,2023-03,335,395,3.47%,6,21
沃尔沃S90新能源,沃尔沃亚太,2023-02,317,382,2.84%,6,15
合创V09,合创汽车,2024-02,71,458,9.42%,3,47
合创V09,合创汽车,2024-01,192,427,25.26%,3,42
合创V09,合创汽车,2023-12,555,376,59.55%,1,38
合创V09,合创汽车,2023-11,349,402,67.12%,1,38
合创V09,合创汽车,2023-10,67,497,11.17%,2,49
标致5008,东风标致,2024-02,70,459,16.71%,3,247
标致5008,东风标致,2024-01,67,490,1.80%,6,263
标致5008,东风标致,2023-12,501,394,6.57%,4,212
标致5008,东风标致,2023-11,217,439,4.30%,5,238
标致5008,东风标致,2023-10,447,380,10.29%,4,206
标致5008,东风标致,2023-09,911,309,24.44%,3,162
标致5008,东风标致,2023-08,347,395,10.20%,4,213
标致5008,东风标致,2023-07,416,373,14.12%,4,204
标致5008,东风标致,2023-06,343,384,17.85%,3,208
标致5008,东风标致,2023-05,217,422,7.22%,5,221
标致5008,东风标致,2023-04,250,418,7.01%,6,219
标致5008,东风标致,2023-03,228,424,4.85%,5,224
标致5008,东风标致,2023-02,243,399,11.13%,3,213
昂扬,上汽通用别克,2024-02,68,460,0.37%,10,248
昂扬,上汽通用别克,2024-01,163,443,0.38%,10,240
昂扬,上汽通用别克,2023-12,143,481,0.40%,10,259
昂扬,上汽通用别克,2023-11,60,498,0.13%,11,273
昂扬,上汽通用别克,2023-10,88,488,0.21%,12,269
昂扬,上汽通用别克,2023-09,35,508,0.07%,12,277
昂扬,上汽通用别克,2023-08,253,420,0.51%,11,228
昂扬,上汽通用别克,2023-07,254,416,0.51%,11,225
昂扬,上汽通用别克,2023-06,221,427,0.48%,11,227
昂扬,上汽通用别克,2023-05,289,404,0.63%,10,210
昂扬,上汽通用别克,2023-04,263,412,0.59%,10,217
昂扬,上汽通用别克,2023-03,363,389,0.95%,9,205
昂扬,上汽通用别克,2023-02,286,389,0.87%,11,205
畅巡,上汽通用雪佛兰,2024-02,67,462,1.91%,5,67
畅巡,上汽通用雪佛兰,2024-01,102,473,1.02%,6,68
畅巡,上汽通用雪佛兰,2023-12,189,464,1.89%,6,70
畅巡,上汽通用雪佛兰,2023-10,403,388,2.99%,6,63
畅巡,上汽通用雪佛兰,2023-09,601,355,3.55%,4,60
畅巡,上汽通用雪佛兰,2023-08,603,335,3.80%,5,58
畅巡,上汽通用雪佛兰,2023-07,734,318,4.32%,3,52
畅巡,上汽通用雪佛兰,2023-06,1004,286,5.90%,4,52
畅巡,上汽通用雪佛兰,2023-05,452,356,3.01%,5,61
畅巡,上汽通用雪佛兰,2023-04,719,319,4.49%,6,59
畅巡,上汽通用雪佛兰,2023-03,594,337,4.32%,5,62
畅巡,上汽通用雪佛兰,2023-02,498,337,4.98%,4,66
畅巡,上汽通用雪佛兰,2023-01,57,467,0.54%,7,81
起亚K5,悦达起亚,2024-02,67,461,1.90%,8,47
起亚K5,悦达起亚,2024-01,115,463,2.04%,9,49
起亚K5,悦达起亚,2023-12,202,460,3.11%,7,47
起亚K5,悦达起亚,2023-11,95,490,2.01%,8,46
起亚K5,悦达起亚,2023-10,182,445,3.97%,7,43
起亚K5,悦达起亚,2023-09,220,440,4.38%,7,42
起亚K5,悦达起亚,2023-08,206,436,5.04%,6,42
起亚K5,悦达起亚,2023-07,294,407,6.18%,6,40
起亚K5,悦达起亚,2023-06,371,375,7.30%,6,39
起亚K5,悦达起亚,2023-05,383,373,5.36%,7,41
起亚K5,悦达起亚,2023-04,552,344,7.35%,6,38
起亚K5,悦达起亚,2023-03,237,421,3.87%,7,42
起亚K5,悦达起亚,2023-02,180,420,2.80%,7,38
极狐 阿尔法T5(ARCFOX αT5),北汽新能源,2024-02,65,463,53.28%,1,249
极狐 阿尔法T5(ARCFOX αT5),北汽新能源,2024-01,503,359,71.65%,1,191
极狐 阿尔法T5(ARCFOX αT5),北汽新能源,2023-12,855,327,10.68%,4,173
极狐 阿尔法T5(ARCFOX αT5),北汽新能源,2023-11,163,452,4.23%,4,--
索纳塔,北京现代,2024-02,64,464,0.53%,5,48
索纳塔,北京现代,2024-01,151,446,0.67%,5,48
索纳塔,北京现代,2023-12,178,470,0.66%,6,49
索纳塔,北京现代,2023-11,201,444,1.02%,5,44
索纳塔,北京现代,2023-10,173,448,0.91%,6,44
索纳塔,北京现代,2023-09,204,448,1.16%,6,43
索纳塔,北京现代,2023-08,293,410,1.63%,5,40
索纳塔,北京现代,2023-07,239,421,1.48%,7,41
索纳塔,北京现代,2023-06,290,397,1.45%,5,40
索纳塔,北京现代,2023-05,328,392,1.42%,7,43
索纳塔,北京现代,2023-04,375,382,1.87%,7,41
索纳塔,北京现代,2023-03,126,451,0.54%,8,43
索纳塔,北京现代,2023-02,236,401,1.43%,7,37
蔚来ES7,蔚来,2024-02,64,465,0.79%,8,250
蔚来ES7,蔚来,2024-01,77,484,0.77%,8,258
蔚来ES7,蔚来,2023-12,266,443,1.48%,8,241
蔚来ES7,蔚来,2023-11,132,469,0.83%,8,256
蔚来ES7,蔚来,2023-10,207,430,1.29%,7,234
蔚来ES7,蔚来,2023-09,234,434,1.50%,7,233
蔚来ES7,蔚来,2023-08,325,404,1.68%,7,219
蔚来ES7,蔚来,2023-07,520,351,2.54%,5,188
蔚来ES7,蔚来,2023-06,340,385,3.18%,7,209
蔚来ES7,蔚来,2023-05,521,344,8.49%,5,176
蔚来ES7,蔚来,2023-04,809,304,12.32%,2,151
蔚来ES7,蔚来,2023-03,1267,238,12.21%,2,114
蔚来ES7,蔚来,2023-02,942,258,7.75%,3,124
哈弗赤兔,长城汽车,2024-02,62,467,0.29%,9,252
哈弗赤兔,长城汽车,2024-01,59,495,0.15%,9,266
哈弗赤兔,长城汽车,2023-12,229,449,0.52%,9,243
哈弗赤兔,长城汽车,2023-11,305,413,0.62%,8,228
哈弗赤兔,长城汽车,2023-10,157,454,0.29%,9,245
哈弗赤兔,长城汽车,2023-09,183,453,0.36%,9,245
哈弗赤兔,长城汽车,2023-08,522,356,1.17%,7,191
哈弗赤兔,长城汽车,2023-07,582,343,1.30%,8,184
哈弗赤兔,长城汽车,2023-06,380,373,0.91%,8,200
哈弗赤兔,长城汽车,2023-05,489,348,1.25%,7,180
哈弗赤兔,长城汽车,2023-04,540,347,1.49%,7,180
哈弗赤兔,长城汽车,2023-03,252,415,0.78%,7,218
哈弗赤兔,长城汽车,2023-02,587,317,2.06%,6,160
长安UNI-K 智电iDD,长安汽车,2024-02,62,468,0.12%,13,251
长安UNI-K 智电iDD,长安汽车,2024-01,198,424,0.15%,13,230
长安UNI-K 智电iDD,长安汽车,2023-12,570,374,0.72%,13,200
长安UNI-K 智电iDD,长安汽车,2023-11,520,371,0.68%,12,201
长安UNI-K 智电iDD,长安汽车,2023-10,689,337,0.79%,12,182
长安UNI-K 智电iDD,长安汽车,2023-09,532,367,0.63%,12,199
长安UNI-K 智电iDD,长安汽车,2023-08,530,351,0.64%,13,188
长安UNI-K 智电iDD,长安汽车,2023-07,455,364,0.54%,13,197
长安UNI-K 智电iDD,长安汽车,2023-06,602,327,0.70%,14,170
长安UNI-K 智电iDD,长安汽车,2023-05,594,328,0.73%,14,165
长安UNI-K 智电iDD,长安汽车,2023-04,500,352,0.65%,12,183
长安UNI-K 智电iDD,长安汽车,2023-03,529,350,0.79%,11,179
长安UNI-K 智电iDD,长安汽车,2023-02,1049,240,1.45%,12,115
菲斯塔,北京现代,2024-02,62,466,0.52%,6,68
菲斯塔,北京现代,2024-01,106,470,0.47%,7,67
菲斯塔,北京现代,2023-12,114,487,0.42%,7,72
菲斯塔,北京现代,2023-11,128,474,0.65%,6,73
菲斯塔,北京现代,2023-10,191,439,1.00%,5,71
菲斯塔,北京现代,2023-09,272,417,1.54%,5,67
菲斯塔,北京现代,2023-08,282,412,1.57%,6,69
菲斯塔,北京现代,2023-07,215,428,1.33%,8,64
菲斯塔,北京现代,2023-06,277,403,1.38%,7,65
菲斯塔,北京现代,2023-05,363,379,1.57%,6,67
菲斯塔,北京现代,2023-04,311,400,1.55%,8,70
菲斯塔,北京现代,2023-03,403,376,1.71%,6,68
菲斯塔,北京现代,2023-02,384,364,2.32%,6,70
红旗HQ9,一汽红旗,2024-02,61,471,0.24%,9,49
红旗HQ9,一汽红旗,2024-01,198,425,0.49%,9,41
红旗HQ9,一汽红旗,2023-12,1273,280,2.82%,6,25
红旗HQ9,一汽红旗,2023-11,829,317,2.09%,7,30
红旗HQ9,一汽红旗,2023-10,585,350,1.57%,7,31
红旗HQ9,一汽红旗,2023-09,764,328,2.19%,7,32
红旗HQ9,一汽红旗,2023-08,470,365,1.54%,9,32
红旗HQ9,一汽红旗,2023-07,765,314,2.61%,6,30
红旗HQ9,一汽红旗,2023-06,561,333,1.49%,8,29
红旗HQ9,一汽红旗,2023-05,623,325,2.71%,8,31
红旗HQ9,一汽红旗,2023-04,963,281,3.84%,6,27
红旗HQ9,一汽红旗,2023-03,934,275,3.27%,6,27
红旗HQ9,一汽红旗,2023-02,927,260,3.64%,6,22
宋MAX新能源,比亚迪,2024-02,61,470,0.06%,16,48
宋MAX新能源,比亚迪,2024-01,156,445,0.08%,17,45
宋MAX新能源,比亚迪,2023-12,41,514,0.01%,17,55
宋MAX新能源,比亚迪,2023-09,436,382,0.18%,15,36
宋MAX新能源,比亚迪,2023-08,114,463,0.05%,16,47
宋MAX新能源,比亚迪,2023-07,244,418,0.11%,15,45
宋MAX新能源,比亚迪,2023-06,526,337,0.24%,15,30
宋MAX新能源,比亚迪,2023-05,184,433,0.09%,14,41
宋MAX新能源,比亚迪,2023-03,675,326,0.37%,12,33
宋MAX新能源,比亚迪,2023-02,1007,250,0.59%,12,21
宋MAX新能源,比亚迪,2023-01,493,314,0.37%,12,24
宋MAX新能源,比亚迪,2022-12,1029,322,0.45%,12,26
宋MAX新能源,比亚迪,2022-11,1596,255,0.71%,10,18
凌派,广汽本田,2024-02,61,469,0.25%,10,69
凌派,广汽本田,2024-01,115,465,0.21%,11,65
凌派,广汽本田,2023-12,213,456,0.29%,11,69
凌派,广汽本田,2023-11,412,383,0.77%,11,61
凌派,广汽本田,2023-10,804,323,1.23%,9,54
凌派,广汽本田,2023-09,1329,261,2.65%,8,47
凌派,广汽本田,2023-08,749,312,1.78%,9,54
凌派,广汽本田,2023-07,703,322,1.72%,9,54
凌派,广汽本田,2023-06,1045,275,1.60%,10,51
凌派,广汽本田,2023-05,1161,250,2.29%,9,49
凌派,广汽本田,2023-04,1184,256,1.96%,8,52
凌派,广汽本田,2023-03,897,285,2.15%,9,58
凌派,广汽本田,2023-02,1037,244,2.90%,8,55
IQ锐歌,上汽通用凯迪拉克,2024-02,60,473,0.92%,8,253
IQ锐歌,上汽通用凯迪拉克,2024-01,185,430,1.23%,8,233
IQ锐歌,上汽通用凯迪拉克,2023-12,431,411,2.61%,7,223
IQ锐歌,上汽通用凯迪拉克,2023-11,120,478,0.71%,8,264
IQ锐歌,上汽通用凯迪拉克,2023-10,311,413,1.83%,8,225
IQ锐歌,上汽通用凯迪拉克,2023-09,686,344,5.27%,8,181
IQ锐歌,上汽通用凯迪拉克,2023-08,650,326,4.06%,7,170
IQ锐歌,上汽通用凯迪拉克,2023-07,500,356,3.12%,8,192
IQ锐歌,上汽通用凯迪拉克,2023-06,42,497,0.25%,7,268
IQ锐歌,上汽通用凯迪拉克,2023-05,56,482,0.28%,8,255
IQ锐歌,上汽通用凯迪拉克,2023-04,69,485,0.36%,7,259
IQ锐歌,上汽通用凯迪拉克,2023-03,182,436,1.40%,7,234
IQ锐歌,上汽通用凯迪拉克,2023-02,252,397,2.52%,7,211
星途追风PHEV,星途,2024-02,60,474,1.58%,6,254
星途追风PHEV,星途,2024-01,77,485,1.46%,6,259
星途追风PHEV,星途,2023-12,156,478,1.56%,6,257
星途追风PHEV,星途,2023-11,164,451,2.29%,5,245
星途追风PHEV,星途,2023-10,219,427,3.06%,5,233
星途追风PHEV,星途,2023-09,153,460,2.55%,5,247
星途追风PHEV,星途,2023-08,126,461,2.61%,5,248
星途追风PHEV,星途,2023-07,321,399,6.26%,5,217
星途追风PHEV,星途,2023-05,1,543,0.03%,5,290
星途追风PHEV,星途,2023-04,17,524,0.57%,4,278
星途追风PHEV,星途,2023-03,1,558,0.04%,5,304
星途追风PHEV,星途,2023-02,2,541,0.10%,5,295
比亚迪D1,比亚迪,2024-02,60,472,0.05%,17,50
比亚迪D1,比亚迪,2024-01,114,466,0.06%,18,49
比亚迪D1,比亚迪,2023-12,55,508,0.02%,16,53
比亚迪D1,比亚迪,2023-11,14,528,0.01%,15,55
比亚迪D1,比亚迪,2023-10,154,456,0.06%,15,45
比亚迪D1,比亚迪,2023-09,114,472,0.05%,17,49
比亚迪D1,比亚迪,2023-08,86,473,0.04%,17,49
比亚迪D1,比亚迪,2023-07,102,468,0.05%,17,48
比亚迪D1,比亚迪,2023-06,137,447,0.06%,17,43
比亚迪D1,比亚迪,2023-04,26,507,0.01%,14,53
比亚迪D1,比亚迪,2023-03,118,460,0.07%,13,48
比亚迪D1,比亚迪,2022-11,491,367,0.22%,13,34
比亚迪D1,比亚迪,2022-10,514,363,0.24%,12,32
奔腾T99,一汽奔腾,2024-02,58,475,1.34%,6,255
奔腾T99,一汽奔腾,2024-01,70,488,0.90%,6,261
奔腾T99,一汽奔腾,2023-12,37,517,0.24%,8,282
奔腾T99,一汽奔腾,2023-11,20,521,0.22%,7,287
奔腾T99,一汽奔腾,2023-10,63,498,0.83%,6,275
奔腾T99,一汽奔腾,2023-09,110,474,1.65%,6,255
奔腾T99,一汽奔腾,2023-08,129,460,1.87%,6,247
奔腾T99,一汽奔腾,2023-07,172,442,2.67%,6,236
奔腾T99,一汽奔腾,2023-06,94,466,1.04%,7,247
奔腾T99,一汽奔腾,2023-05,193,430,3.29%,5,226
奔腾T99,一汽奔腾,2023-04,109,460,1.78%,5,241
奔腾T99,一汽奔腾,2023-03,126,452,2.29%,6,242
奔腾T99,一汽奔腾,2023-02,72,462,1.85%,6,246
皓影新能源,广汽本田,2024-02,53,476,0.22%,11,256
皓影新能源,广汽本田,2024-01,194,426,0.36%,10,231
皓影新能源,广汽本田,2023-12,368,424,0.50%,10,228
皓影新能源,广汽本田,2023-11,450,377,0.84%,10,206
皓影新能源,广汽本田,2023-10,449,379,0.69%,11,205
皓影新能源,广汽本田,2023-09,1167,278,2.33%,9,143
皓影新能源,广汽本田,2023-08,351,391,0.83%,11,210
皓影新能源,广汽本田,2023-07,305,406,0.75%,12,222
皓影新能源,广汽本田,2023-06,257,413,0.39%,11,218
皓影新能源,广汽本田,2023-05,378,375,0.75%,11,193
皓影新能源,广汽本田,2023-04,557,342,0.92%,10,176
皓影新能源,广汽本田,2023-03,913,281,2.19%,8,138
皓影新能源,广汽本田,2023-02,343,376,0.96%,10,197
英仕派新能源,东风本田,2024-02,52,477,0.25%,11,49
英仕派新能源,东风本田,2024-01,181,433,0.24%,11,47
英仕派新能源,东风本田,2023-12,187,465,0.30%,11,48
英仕派新能源,东风本田,2023-11,195,447,0.37%,11,45
英仕派新能源,东风本田,2023-10,183,444,0.28%,11,42
英仕派新能源,东风本田,2023-09,136,466,0.23%,12,44
英仕派新能源,东风本田,2023-08,275,413,0.46%,12,41
英仕派新能源,东风本田,2023-07,208,429,0.43%,11,42
奥迪e-tron,一汽-大众奥迪,2024-02,50,478,0.16%,10,257
奥迪e-tron,一汽-大众奥迪,2024-01,200,422,0.39%,10,228
奥迪e-tron,一汽-大众奥迪,2023-12,104,491,0.15%,10,266
奥迪e-tron,一汽-大众奥迪,2023-11,876,311,1.52%,8,168
奥迪e-tron,一汽-大众奥迪,2023-10,140,463,0.28%,10,252
奥迪e-tron,一汽-大众奥迪,2023-09,318,407,0.51%,10,217
奥迪e-tron,一汽-大众奥迪,2023-08,155,454,0.28%,10,243
奥迪e-tron,一汽-大众奥迪,2023-07,147,452,0.28%,10,240
奥迪e-tron,一汽-大众奥迪,2023-06,59,483,0.09%,10,257
奥迪e-tron,一汽-大众奥迪,2023-05,42,490,0.08%,11,261
奥迪e-tron,一汽-大众奥迪,2023-04,27,505,0.06%,11,268
奥迪e-tron,一汽-大众奥迪,2023-03,65,489,0.13%,11,262
奥迪e-tron,一汽-大众奥迪,2023-02,21,507,0.05%,11,275
大通G90,上汽大通,2024-02,49,479,4.34%,4,51
