年月,排名,厂商,销量,占销量份额
2021-12,101,北汽新能源,338,0.01%
2021-12,102,DS汽车,303,0.01%
2021-12,103,广汽本田,300,0.01%
2021-12,104,广汽丰田新能源,264,0.01%
2021-12,105,云度新能源,261,0.01%
2021-12,106,北京汽车制造厂,219,0.01%
2021-12,107,开瑞汽车,216,0.01%
2021-12,108,野马汽车,175,0.01%
2021-12,109,北汽昌河,142,0.01%
2021-12,110,江铃汽车,132,0.01%
2021-12,111,江西五十铃,110,-
2021-12,112,爱驰汽车,78,-
2021-12,113,观致汽车,66,-
2021-12,114,国机智骏,51,-
2021-12,115,福田汽车,23,-
2021-12,116,华晨雷诺,3,-
2022-01,1,上汽大众,124491,5.82%
2022-01,2,长安汽车,123707,5.78%
2022-01,3,吉利汽车,112325,5.25%
2022-01,4,东风日产,110996,5.19%
2022-01,5,一汽-大众,103462,4.83%
2022-01,6,广汽丰田,99707,4.66%
2022-01,7,比亚迪,93363,4.36%
2022-01,8,华晨宝马,79087,3.7%
2022-01,9,广汽本田,77377,3.62%
2022-01,10,东风本田,76903,3.59%
2022-01,11,上汽通用五菱,72639,3.39%
2022-01,12,长城汽车,70228,3.28%
2022-01,13,一汽-大众奥迪,62738,2.93%
2022-01,14,上汽通用别克,61967,2.9%
2022-01,15,特斯拉中国,59845,2.8%
2022-01,16,北京奔驰,53800,2.51%
2022-01,17,一汽丰田,51452,2.4%
2022-01,18,奇瑞汽车,46091,2.15%
2022-01,19,一汽红旗,42158,1.97%
2022-01,20,上汽集团,38400,1.79%
2022-01,21,广汽乘用车,36546,1.71%
2022-01,22,北京现代,24056,1.12%
2022-01,23,上汽集团,23087,1.08%
2022-01,24,上汽通用凯迪拉克,22217,1.04%
2022-01,25,上汽通用雪佛兰,20628,0.96%
2022-01,26,奇瑞新能源,19436,0.91%
2022-01,27,长安汽车,18891,0.88%
2022-01,28,东风乘用车,18555,0.87%
2022-01,29,领克,18334,0.86%
2022-01,30,长安马自达,18147,0.85%
2022-01,31,长安福特,18069,0.84%
2022-01,32,东风风行,17018,0.8%
2022-01,33,沃尔沃亚太,16777,0.78%
2022-01,34,一汽-大众捷达,16777,0.78%
2022-01,35,广汽埃安,16031,0.75%
2022-01,36,东风日产,14001,0.65%
2022-01,37,悦达起亚,13741,0.64%
2022-01,38,小鹏汽车,12922,0.6%
2022-01,39,理想,12268,0.57%
2022-01,40,合众汽车,11009,0.51%
2022-01,41,东风小康,10962,0.51%
2022-01,42,江汽集团,10659,0.5%
2022-01,43,长城汽车,10363,0.48%
2022-01,44,奇瑞汽车,10050,0.47%
2022-01,45,蔚来,9652,0.45%
2022-01,46,上汽通用五菱,9334,0.44%
2022-01,47,长城新能源,9020,0.42%
2022-01,48,零跑汽车,8085,0.38%
2022-01,49,东风汽车,7947,0.37%
2022-01,50,吉利几何,7563,0.35%
2022-01,51,长安林肯,6700,0.31%
2022-01,52,东风雪铁龙,6689,0.31%
2022-01,53,东风标致,6251,0.29%
2022-01,54,上汽大众斯柯达,5800,0.27%
2022-01,55,上汽大通,5311,0.25%
2022-01,56,长城汽车,5098,0.24%
2022-01,57,一汽奔腾,4828,0.23%
2022-01,58,星途,3935,0.18%
2022-01,59,福建奔驰,3815,0.18%
2022-01,60,广汽三菱,3805,0.18%
2022-01,61,御捷新能源,3767,0.18%
2022-01,62,江铃福特,3578,0.17%
2022-01,63,极氪,3530,0.16%
2022-01,64,吉麦新能源,3266,0.15%
2022-01,65,长安凯程,3051,0.14%
2022-01,66,吉利新能源,2945,0.14%
2022-01,67,江淮汽车,2785,0.13%
2022-01,68,北京汽车,2543,0.12%
2022-01,69,上汽集团,2241,0.1%
2022-01,70,威马汽车,2200,0.1%
2022-01,71,雷丁,2071,0.1%
2022-01,72,北京越野,2033,0.09%
2022-01,73,奇瑞捷豹路虎,1893,0.09%
2022-01,74,SWM斯威汽车,1867,0.09%
2022-01,75,广汽菲克Jeep,1724,0.08%
2022-01,76,野马汽车,1703,0.08%
2022-01,77,睿蓝汽车,1683,0.08%
2022-01,78,领途汽车,1560,0.07%
2022-01,79,岚图汽车,1553,0.07%
2022-01,80,凯翼汽车,1416,0.07%
2022-01,81,上汽通用五菱,1392,0.07%
2022-01,82,华晨鑫源,1270,0.06%
2022-01,83,创维汽车,1207,0.06%
2022-01,84,奇瑞捷豹路虎,1149,0.05%
2022-01,85,郑州日产,1072,0.05%
2022-01,86,东风英菲尼迪,1054,0.05%
2022-01,87,北汽新能源,827,0.04%
2022-01,88,赛力斯汽车,815,0.04%
2022-01,89,东南汽车,800,0.04%
2022-01,90,中国重汽VGV,765,0.04%
2022-01,91,合创汽车,658,0.03%
2022-01,92,大运汽车,610,0.03%
2022-01,93,江铃集团新能源,601,0.03%
2022-01,94,小虎汽车,565,0.03%
2022-01,95,广汽本田新能源,521,0.02%
2022-01,96,一汽海马,507,0.02%
2022-01,97,广汽本田,490,0.02%
2022-01,98,电动屋,484,0.02%
2022-01,99,东风本田,482,0.02%
2022-01,100,DS汽车,332,0.02%
2022-01,101,上汽奥迪,316,0.01%
2022-01,102,华晨新日,301,0.01%
2022-01,103,云度新能源,264,0.01%
2022-01,104,广汽丰田新能源,193,0.01%
2022-01,105,腾势汽车,175,0.01%
2022-01,106,开瑞汽车,152,0.01%
2022-01,107,爱驰汽车,134,0.01%
2022-01,108,广汽讴歌,101,-
2022-01,109,云雀汽车,100,-
2022-01,110,海马汽车,72,-
2022-01,111,东风新能源,61,-
2022-01,112,国机智骏,40,-
2022-01,113,北汽昌河,14,-
2022-01,114,金康赛力斯,2,-
2022-01,115,福汽新龙马,2,-
2022-02,1,比亚迪,88093,6.07%
2022-02,2,上汽大众,86076,5.93%
2022-02,3,一汽丰田,75918,5.23%
2022-02,4,东风日产,74308,5.12%
2022-02,5,一汽-大众,70638,4.87%
2022-02,6,东风本田,58954,4.06%
2022-02,7,广汽本田,56734,3.91%
2022-02,8,特斯拉中国,56515,3.89%
2022-02,9,吉利汽车,55357,3.81%
2022-02,10,长安汽车,53034,3.65%
2022-02,11,广汽丰田,49710,3.43%
2022-02,12,上汽通用五菱,43645,3.01%
2022-02,13,华晨宝马,43558,3%
2022-02,14,一汽-大众奥迪,43061,2.97%
2022-02,15,上汽通用别克,42048,2.9%
2022-02,16,长城汽车,41994,2.89%
2022-02,17,北京奔驰,40000,2.76%
2022-02,18,上汽集团,33217,2.29%
2022-02,19,奇瑞汽车,32526,2.24%
2022-02,20,上汽集团,25871,1.78%
2022-02,21,广汽乘用车,23183,1.6%
2022-02,22,一汽红旗,21643,1.49%
2022-02,23,上汽通用雪佛兰,16606,1.14%
2022-02,24,北京现代,16457,1.13%
2022-02,25,一汽-大众捷达,15177,1.05%
2022-02,26,上汽通用凯迪拉克,13501,0.93%
2022-02,27,东风乘用车,11378,0.78%
2022-02,28,悦达起亚,11040,0.76%
2022-02,29,领克,10524,0.73%
2022-02,30,长安汽车,10234,0.71%
2022-02,31,奇瑞新能源,10232,0.7%
2022-02,32,东风日产,10001,0.69%
2022-02,33,江汽集团,9546,0.66%
2022-02,34,东风风行,9236,0.64%
2022-02,35,长安马自达,8840,0.61%
2022-02,36,广汽埃安,8526,0.59%
2022-02,37,理想,8414,0.58%
2022-02,38,长安福特,8097,0.56%
2022-02,39,东风小康,7858,0.54%
2022-02,40,沃尔沃亚太,7518,0.52%
2022-02,41,合众汽车,7117,0.49%
2022-02,42,上汽通用五菱,6879,0.47%
2022-02,43,奇瑞汽车,6700,0.46%
2022-02,44,长城汽车,6468,0.45%
2022-02,45,小鹏汽车,6225,0.43%
2022-02,46,东风汽车,6210,0.43%
2022-02,47,蔚来,6131,0.42%
2022-02,48,吉利几何,5211,0.36%
2022-02,49,长城汽车,4432,0.31%
2022-02,50,上汽大众斯柯达,4270,0.29%
2022-02,51,长城新能源,4066,0.28%
2022-02,52,东风雪铁龙,3892,0.27%
2022-02,53,东风标致,3640,0.25%
2022-02,54,广汽三菱,3632,0.25%
2022-02,55,星途,3551,0.24%
2022-02,56,零跑汽车,3435,0.24%
2022-02,57,上汽通用五菱,3369,0.23%
2022-02,58,极氪,2916,0.2%
2022-02,59,吉利新能源,2852,0.2%
2022-02,60,吉麦新能源,2850,0.2%
2022-02,61,长安林肯,2701,0.19%
2022-02,62,上汽大通,2657,0.18%
2022-02,63,御捷新能源,2564,0.18%
2022-02,64,福建奔驰,2421,0.17%
2022-02,65,SWM斯威汽车,2200,0.15%
2022-02,66,奇瑞捷豹路虎,2098,0.14%
2022-02,67,奇瑞捷豹路虎,2033,0.14%
2022-02,68,北京汽车,1817,0.13%
2022-02,69,江铃福特,1648,0.11%
2022-02,70,睿蓝汽车,1618,0.11%
2022-02,71,野马汽车,1606,0.11%
2022-02,72,威马汽车,1557,0.11%
2022-02,73,雷丁,1531,0.11%
2022-02,74,长安凯程,1342,0.09%
2022-02,75,凯翼汽车,1283,0.09%
2022-02,76,北京越野,1221,0.08%
2022-02,77,上汽集团,1136,0.08%
2022-02,78,江淮汽车,1094,0.08%
2022-02,79,领途汽车,1086,0.07%
2022-02,80,郑州日产,1082,0.07%
2022-02,81,赛力斯汽车,1061,0.07%
2022-02,82,创维汽车,1047,0.07%
2022-02,83,合创汽车,1016,0.07%
2022-02,84,华晨鑫源,1003,0.07%
2022-02,85,东风英菲尼迪,910,0.06%
2022-02,86,岚图汽车,740,0.05%
2022-02,87,一汽海马,689,0.05%
2022-02,88,一汽奔腾,660,0.05%
2022-02,89,大运汽车,608,0.04%
2022-02,90,北汽新能源,550,0.04%
2022-02,91,东南汽车,528,0.04%
2022-02,92,江铃集团新能源,517,0.04%
2022-02,93,开瑞汽车,447,0.03%
2022-02,94,东风本田,425,0.03%
2022-02,95,中国重汽VGV,397,0.03%
2022-02,96,广汽丰田新能源,390,0.03%
2022-02,97,电动屋,379,0.03%
2022-02,98,华晨新日,360,0.02%
2022-02,99,小虎汽车,315,0.02%
2022-02,100,上汽奥迪,258,0.02%
2022-02,101,云度新能源,252,0.02%
2022-02,102,广汽本田新能源,216,0.01%
2022-02,103,DS汽车,208,0.01%
2022-02,104,广汽菲克Jeep,132,0.01%
2022-02,105,广汽本田,116,0.01%
2022-02,106,东风新能源,100,0.01%
2022-02,107,福汽新龙马,85,0.01%
2022-02,108,一汽吉林,75,0.01%
2022-02,109,广汽讴歌,36,-
2022-02,110,国机智骏,23,-
2022-02,111,爱驰汽车,15,-
2022-02,112,海马汽车,14,-
2022-03,1,长安汽车,110015,6.05%
2022-03,2,上汽大众,104200,5.73%
2022-03,3,比亚迪,103852,5.71%
2022-03,4,上汽通用五菱,102951,5.66%
2022-03,5,广汽丰田,96984,5.33%
2022-03,6,一汽-大众,76586,4.21%
2022-03,7,广汽本田,75858,4.17%
2022-03,8,吉利汽车,75447,4.15%
2022-03,9,东风本田,71074,3.91%
2022-03,10,一汽丰田,69957,3.84%
2022-03,11,特斯拉中国,65814,3.62%
2022-03,12,上汽通用别克,57117,3.14%
2022-03,13,东风日产,56114,3.08%
2022-03,14,长城汽车,54534,3%
2022-03,15,北京奔驰,48446,2.66%
2022-03,16,奇瑞汽车,38600,2.12%
2022-03,17,华晨宝马,35723,1.96%
2022-03,18,一汽-大众奥迪,31388,1.72%
2022-03,19,上汽集团,30161,1.66%
2022-03,20,广汽乘用车,29691,1.63%
2022-03,21,上汽集团,28539,1.57%
2022-03,22,广汽埃安,20317,1.12%
2022-03,23,奇瑞新能源,19962,1.1%
2022-03,24,上汽通用雪佛兰,19909,1.09%
2022-03,25,北京现代,17102,0.94%
2022-03,26,东风风行,15518,0.85%
2022-03,27,小鹏汽车,15414,0.85%
2022-03,28,东风乘用车,15278,0.84%
2022-03,29,一汽-大众捷达,14223,0.78%
2022-03,30,领克,13565,0.75%
2022-03,31,长安汽车,13401,0.74%
2022-03,32,长安福特,13031,0.72%
2022-03,33,沃尔沃亚太,12854,0.71%
2022-03,34,一汽红旗,12380,0.68%
2022-03,35,合众汽车,12026,0.66%
2022-03,36,江汽集团,11858,0.65%
2022-03,37,悦达起亚,11149,0.61%
2022-03,38,理想,11034,0.61%
2022-03,39,东风小康,10920,0.6%
2022-03,40,零跑汽车,10059,0.55%
2022-03,41,奇瑞汽车,10006,0.55%
2022-03,42,蔚来,9985,0.55%
2022-03,43,上汽通用凯迪拉克,9507,0.52%
2022-03,44,长城汽车,8922,0.49%
2022-03,45,长安马自达,8309,0.46%
2022-03,46,上汽通用五菱,7881,0.43%
2022-03,47,长安林肯,7192,0.4%
2022-03,48,长城新能源,6342,0.35%
2022-03,49,北京汽车,5751,0.32%
2022-03,50,上汽大众斯柯达,5501,0.3%
2022-03,51,东风雪铁龙,5438,0.3%
2022-03,52,吉利几何,5352,0.29%
2022-03,53,东风汽车,4832,0.27%
2022-03,54,东风日产,4814,0.26%
2022-03,55,长城汽车,4755,0.26%
2022-03,56,东风标致,4706,0.26%
2022-03,57,威马汽车,3719,0.2%
2022-03,58,星途,3160,0.17%
2022-03,59,吉麦新能源,3100,0.17%
2022-03,60,奇瑞捷豹路虎,3071,0.17%
2022-03,61,赛力斯汽车,3045,0.17%
2022-03,62,吉利新能源,2997,0.16%
2022-03,63,上汽通用五菱,2934,0.16%
2022-03,64,合创汽车,2893,0.16%
2022-03,65,御捷新能源,2819,0.15%
2022-03,66,上汽大通,2814,0.15%
2022-03,67,奇瑞捷豹路虎,2378,0.13%
2022-03,68,江铃福特,2228,0.12%
2022-03,69,江淮汽车,2091,0.11%
2022-03,70,SWM斯威汽车,2080,0.11%
2022-03,71,东南汽车,2017,0.11%
2022-03,72,睿蓝汽车,2008,0.11%
2022-03,73,广汽三菱,2002,0.11%
2022-03,74,雷丁,1967,0.11%
2022-03,75,北京越野,1864,0.1%
2022-03,76,极氪,1795,0.1%
2022-03,77,福建奔驰,1714,0.09%
2022-03,78,一汽奔腾,1659,0.09%
2022-03,79,北汽新能源,1623,0.09%
2022-03,80,上汽集团,1512,0.08%
2022-03,81,江铃集团新能源,1502,0.08%
2022-03,82,凯翼汽车,1452,0.08%
2022-03,83,长安凯程,1450,0.08%
2022-03,84,野马汽车,1444,0.08%
2022-03,85,岚图汽车,1400,0.08%
2022-03,86,领途汽车,1325,0.07%
2022-03,87,创维汽车,1184,0.07%
2022-03,88,东风本田,1090,0.06%
2022-03,89,华晨鑫源,950,0.05%
2022-03,90,郑州日产,896,0.05%
2022-03,91,中国重汽VGV,850,0.05%
2022-03,92,开瑞汽车,842,0.05%
2022-03,93,大运汽车,710,0.04%
2022-03,94,东风新能源,703,0.04%
2022-03,95,东风英菲尼迪,512,0.03%
2022-03,96,小虎汽车,500,0.03%
2022-03,97,爱驰汽车,415,0.02%
2022-03,98,广汽讴歌,412,0.02%
2022-03,99,一汽海马,390,0.02%
2022-03,100,华晨新日,378,0.02%
2022-03,101,上汽奥迪,318,0.02%
2022-03,102,广汽本田,307,0.02%
2022-03,103,电动屋,261,0.01%
2022-03,104,广汽本田新能源,256,0.01%
2022-03,105,DS汽车,253,0.01%
2022-03,106,云雀汽车,114,0.01%
2022-03,107,广汽丰田新能源,22,-
2022-03,108,海马汽车,18,-
2022-03,109,国机智骏,18,-
2022-03,110,福汽新龙马,7,-
2022-04,1,比亚迪,105475,11.19%
2022-04,2,广汽丰田,68450,7.26%
2022-04,3,吉利汽车,49137,5.21%
2022-04,4,长安汽车,47980,5.09%
2022-04,5,上汽通用五菱,44002,4.67%
2022-04,6,一汽-大众,39444,4.18%
2022-04,7,东风日产,37636,3.99%
2022-04,8,华晨宝马,31743,3.37%
2022-04,9,一汽丰田,31443,3.34%
2022-04,10,长城汽车,29125,3.09%
2022-04,11,上汽大众,28685,3.04%
2022-04,12,北京奔驰,27100,2.88%
2022-04,13,奇瑞汽车,26565,2.82%
2022-04,14,广汽本田,23834,2.53%
2022-04,15,广汽乘用车,19948,2.12%
2022-04,16,上汽通用别克,16490,1.75%
2022-04,17,东风本田,16349,1.73%
2022-04,18,一汽-大众奥迪,14006,1.49%
2022-04,19,奇瑞新能源,13184,1.4%
2022-04,20,上汽通用五菱,12112,1.29%
2022-04,21,领克,10301,1.09%
2022-04,22,广汽埃安,10212,1.08%
2022-04,23,北京现代,10012,1.06%
2022-04,24,东风乘用车,9178,0.97%
2022-04,25,上汽集团,9108,0.97%
2022-04,26,零跑汽车,9087,0.96%
2022-04,27,小鹏汽车,9002,0.96%
2022-04,28,合众汽车,8813,0.94%
2022-04,29,长安汽车,8151,0.86%
2022-04,30,江汽集团,7960,0.84%
2022-04,31,奇瑞汽车,7735,0.82%
2022-04,32,上汽集团,7686,0.82%
2022-04,33,东风小康,7342,0.78%
2022-04,34,长安福特,6931,0.74%
2022-04,35,一汽红旗,6812,0.72%
2022-04,36,长城汽车,6065,0.64%
2022-04,37,东风风行,6018,0.64%
2022-04,38,悦达起亚,5697,0.6%
2022-04,39,沃尔沃亚太,5338,0.57%
2022-04,40,蔚来,5074,0.54%
2022-04,41,上汽通用雪佛兰,4973,0.53%
2022-04,42,吉利几何,4698,0.5%
2022-04,43,东风汽车,4294,0.46%
2022-04,44,理想,4167,0.44%
2022-04,45,一汽-大众捷达,4007,0.43%
2022-04,46,东风雪铁龙,3760,0.4%
2022-04,47,睿蓝汽车,3724,0.4%
2022-04,48,东风日产,3581,0.38%
2022-04,49,东风标致,3572,0.38%
2022-04,50,赛力斯汽车,3245,0.34%
2022-04,51,长安林肯,3241,0.34%
2022-04,52,长安马自达,2875,0.31%
2022-04,53,吉利新能源,2862,0.3%
2022-04,54,吉麦新能源,2606,0.28%
2022-04,55,上汽通用五菱,2456,0.26%
2022-04,56,福建奔驰,2360,0.25%
2022-04,57,长城汽车,2293,0.24%
2022-04,58,SWM斯威汽车,2217,0.24%
2022-04,59,极氪,2137,0.23%
2022-04,60,江铃福特,2018,0.21%
2022-04,61,北京汽车,1840,0.2%
2022-04,62,星途,1840,0.2%
2022-04,63,御捷新能源,1826,0.19%
2022-04,64,一汽奔腾,1770,0.19%
2022-04,65,长城新能源,1547,0.16%
2022-04,66,威马汽车,1521,0.16%
2022-04,67,特斯拉中国,1512,0.16%
2022-04,68,上汽大通,1460,0.15%
2022-04,69,北京越野,1408,0.15%
2022-04,70,野马汽车,1300,0.14%
2022-04,71,上汽大众斯柯达,1200,0.13%
2022-04,72,领途汽车,1180,0.13%
2022-04,73,凯翼汽车,1133,0.12%
2022-04,74,雷丁,1129,0.12%
2022-04,75,奇瑞捷豹路虎,1110,0.12%
2022-04,76,上汽通用凯迪拉克,1107,0.12%
2022-04,77,岚图汽车,1077,0.11%
2022-04,78,合创汽车,1026,0.11%
2022-04,79,广汽三菱,1002,0.11%
2022-04,80,一汽海马,1000,0.11%
2022-04,81,创维汽车,976,0.1%
2022-04,82,江淮汽车,929,0.1%
2022-04,83,东风新能源,820,0.09%
2022-04,84,大运汽车,810,0.09%
2022-04,85,江铃集团新能源,782,0.08%
2022-04,86,开瑞汽车,737,0.08%
2022-04,87,奇瑞捷豹路虎,673,0.07%
2022-04,88,上汽集团,641,0.07%
2022-04,89,北汽新能源,601,0.06%
2022-04,90,中国重汽VGV,600,0.06%
2022-04,91,长安凯程,531,0.06%
2022-04,92,华晨新日,488,0.05%
2022-04,93,小虎汽车,420,0.04%
2022-04,94,郑州日产,401,0.04%
2022-04,95,电动屋,361,0.04%
2022-04,96,华晨鑫源,295,0.03%
2022-04,97,东风本田,215,0.02%
2022-04,98,云雀汽车,193,0.02%
2022-04,99,爱驰汽车,190,0.02%
2022-04,100,东风英菲尼迪,157,0.02%
2022-04,101,上汽奥迪,123,0.01%
2022-04,102,DS汽车,84,0.01%
2022-04,103,广汽丰田新能源,78,0.01%
2022-04,104,北汽昌河,44,-
2022-04,105,广汽本田,25,-
2022-04,106,国机智骏,15,-
2022-04,107,东南汽车,13,-
2022-04,108,海马汽车,13,-
2022-04,109,广汽讴歌,11,-
2022-04,110,广汽本田新能源,9,-
2022-05,1,比亚迪,114183,7.24%
2022-05,2,一汽-大众,89025,5.65%
2022-05,3,广汽丰田,83730,5.31%
2022-05,4,上汽大众,83502,5.29%
2022-05,5,上汽通用五菱,71493,4.53%
2022-05,6,长安汽车,66091,4.19%
2022-05,7,华晨宝马,62567,3.97%
2022-05,8,吉利汽车,60197,3.82%
2022-05,9,一汽丰田,57958,3.68%
2022-05,10,东风日产,52531,3.33%
2022-05,11,上汽通用别克,50990,3.23%
2022-05,12,一汽-大众奥迪,50008,3.17%
2022-05,13,广汽本田,46275,2.93%
2022-05,14,长城汽车,41748,2.65%
2022-05,15,奇瑞汽车,40733,2.58%
2022-05,16,北京奔驰,40499,2.57%
2022-05,17,上汽集团,39713,2.52%
2022-05,18,东风本田,35783,2.27%
2022-05,19,特斯拉中国,32165,2.04%
2022-05,20,广汽乘用车,28076,1.78%
2022-05,21,一汽红旗,25020,1.59%
2022-05,22,上汽集团,24968,1.58%
2022-05,23,广汽埃安,21056,1.34%
2022-05,24,上汽通用雪佛兰,19155,1.21%
2022-05,25,奇瑞新能源,19006,1.21%
2022-05,26,上汽通用五菱,12184,0.77%
2022-05,27,一汽-大众捷达,11838,0.75%
2022-05,28,奇瑞汽车,11520,0.73%
2022-05,29,理想,11496,0.73%
2022-05,30,长安汽车,11481,0.73%
2022-05,31,领克,11339,0.72%
2022-05,32,江汽集团,11231,0.71%
2022-05,33,合众汽车,11009,0.7%
2022-05,34,东风乘用车,10973,0.7%
2022-05,35,一汽奔腾,10747,0.68%
2022-05,36,小鹏汽车,10125,0.64%
2022-05,37,零跑汽车,10069,0.64%
2022-05,38,长安福特,9292,0.59%
2022-05,39,上汽通用凯迪拉克,8700,0.55%
2022-05,40,北京现代,8435,0.53%
2022-05,41,悦达起亚,8082,0.51%
2022-05,42,长城汽车,8018,0.51%
2022-05,43,长安马自达,7883,0.5%
2022-05,44,沃尔沃亚太,7407,0.47%
2022-05,45,吉利几何,7369,0.47%
2022-05,46,东风汽车,7146,0.45%
2022-05,47,东风小康,7066,0.45%
2022-05,48,蔚来,7024,0.45%
2022-05,49,东风风行,6012,0.38%
2022-05,50,东风日产,6006,0.38%
2022-05,51,赛力斯汽车,5033,0.32%
2022-05,52,极氪,4330,0.27%
2022-05,53,东风标致,4160,0.26%
2022-05,54,睿蓝汽车,4030,0.26%
2022-05,55,长城新能源,4023,0.26%
2022-05,56,星途,3639,0.23%
2022-05,57,东风雪铁龙,3350,0.21%
2022-05,58,上汽大众斯柯达,3284,0.21%
2022-05,59,上汽大通,3132,0.2%
2022-05,60,威马汽车,3003,0.19%
2022-05,61,上汽通用五菱,3001,0.19%
2022-05,62,奇瑞捷豹路虎,2950,0.19%
2022-05,63,吉麦新能源,2949,0.19%
2022-05,64,长安林肯,2916,0.18%
2022-05,65,江铃福特,2828,0.18%
2022-05,66,长城汽车,2520,0.16%
2022-05,67,福建奔驰,2271,0.14%
2022-05,68,吉利新能源,1805,0.11%
2022-05,69,北京汽车,1709,0.11%
2022-05,70,奇瑞捷豹路虎,1660,0.11%
2022-05,71,凯翼汽车,1523,0.1%
2022-05,72,广汽三菱,1501,0.1%
2022-05,73,上汽集团,1453,0.09%
2022-05,74,SWM斯威汽车,1322,0.08%
2022-05,75,雷丁,1217,0.08%
2022-05,76,野马汽车,1144,0.07%
2022-05,77,创维汽车,1130,0.07%
2022-05,78,北汽新能源,1043,0.07%
2022-05,79,合创汽车,1036,0.07%
2022-05,80,江铃集团新能源,961,0.06%
2022-05,81,岚图汽车,906,0.06%
2022-05,82,江淮汽车,900,0.06%
2022-05,83,长安凯程,862,0.05%
2022-05,84,大运汽车,827,0.05%
2022-05,85,御捷新能源,794,0.05%
2022-05,86,北京越野,774,0.05%
2022-05,87,东风新能源,697,0.04%
2022-05,88,华晨新日,644,0.04%
2022-05,89,上汽奥迪,616,0.04%
2022-05,90,电动屋,606,0.04%
2022-05,91,开瑞汽车,598,0.04%
2022-05,92,福汽新龙马,537,0.03%
2022-05,93,领途汽车,505,0.03%
2022-05,94,郑州日产,501,0.03%
2022-05,95,中国重汽VGV,466,0.03%
2022-05,96,广汽讴歌,458,0.03%
2022-05,97,福特电动车,455,0.03%
2022-05,98,爱驰汽车,367,0.02%
2022-05,99,东风本田,251,0.02%
2022-05,100,云雀汽车,220,0.01%
2022-05,101,华晨鑫源,197,0.01%
2022-05,102,DS汽车,190,0.01%
2022-05,103,一汽海马,161,0.01%
2022-05,104,东风英菲尼迪,147,0.01%
2022-05,105,小虎汽车,145,0.01%
2022-05,106,广汽本田,92,0.01%
2022-05,107,广汽本田新能源,91,0.01%
2022-05,108,广汽丰田新能源,70,-
2022-05,109,海马汽车,67,-
2022-05,110,东南汽车,52,-
2022-05,111,国机智骏,9,-
2022-05,112,金康赛力斯,3,-
2022-05,113,广汽菲克Jeep,1,-
2022-06,1,比亚迪,133762,6.18%
2022-06,2,一汽-大众,123358,5.7%
2022-06,3,上汽大众,122100,5.64%
2022-06,4,一汽丰田,102039,4.71%
2022-06,5,广汽丰田,100794,4.65%
2022-06,6,吉利汽车,91695,4.23%
2022-06,7,长安汽车,88010,4.06%
2022-06,8,上汽通用五菱,87462,4.04%
2022-06,9,东风日产,79570,3.67%
2022-06,10,特斯拉中国,78906,3.64%
2022-06,11,上汽通用别克,75866,3.5%
2022-06,12,东风本田,74699,3.45%
2022-06,13,一汽-大众奥迪,74076,3.42%
2022-06,14,广汽本田,73093,3.37%
2022-06,15,华晨宝马,62149,2.87%
2022-06,16,北京奔驰,57057,2.63%
2022-06,17,奇瑞汽车,55350,2.56%
2022-06,18,长城汽车,51274,2.37%
2022-06,19,上汽集团,43415,2%
2022-06,20,广汽乘用车,30897,1.43%
2022-06,21,上汽集团,28313,1.31%
2022-06,22,广汽埃安,24109,1.11%
2022-06,23,上汽通用雪佛兰,23852,1.1%
2022-06,24,一汽红旗,21859,1.01%
2022-06,25,上汽通用凯迪拉克,20807,0.96%
2022-06,26,奇瑞新能源,19356,0.89%
2022-06,27,北京现代,18097,0.84%
2022-06,28,东风乘用车,16664,0.77%
2022-06,29,长安福特,16296,0.75%
2022-06,30,一汽-大众捷达,16199,0.75%
2022-06,31,小鹏汽车,15295,0.71%
2022-06,32,奇瑞汽车,15036,0.69%
