年月,排名,厂商,销量,占销量份额
2015-07,81,曙光汽车,350,0.03%
2015-07,82,福建奔驰,308,0.02%
2015-07,83,东南三菱,299,0.02%
2015-07,84,广汽本田,281,0.02%
2015-07,85,北京汽车制造厂,229,0.02%
2015-07,86,开瑞汽车,224,0.02%
2015-07,87,知豆电动车,152,0.01%
2015-07,88,腾势汽车,120,0.01%
2015-07,89,北京越野,52,-
2015-07,90,一汽欧朗,36,-
2015-07,91,奇瑞瑞麒,2,-
2015-07,92,浙江永源,2,-
2015-08,1,上汽大众,110989,7.39%
2015-08,2,上汽通用五菱,88225,5.87%
2015-08,3,一汽-大众,88168,5.87%
2015-08,4,上汽通用别克,79491,5.29%
2015-08,5,北京现代,70146,4.67%
2015-08,6,东风日产,64511,4.29%
2015-08,7,长城汽车,51863,3.45%
2015-08,8,长安汽车,50459,3.36%
2015-08,9,长安福特,48593,3.23%
2015-08,10,长城汽车,47260,3.14%
2015-08,11,进口标致,46016,3.06%
2015-08,12,上汽通用雪佛兰,43968,2.93%
2015-08,13,广汽本田,42924,2.86%
2015-08,14,一汽-大众奥迪,42753,2.84%
2015-08,15,上汽通用五菱,40763,2.71%
2015-08,16,吉利汽车,32708,2.18%
2015-08,17,东风本田,31842,2.12%
2015-08,18,广汽丰田,31045,2.07%
2015-08,19,一汽丰田,27481,1.83%
2015-08,20,东风标致,27007,1.8%
2015-08,21,悦达起亚,26008,1.73%
2015-08,22,北京奔驰,24987,1.66%
2015-08,23,江淮汽车,24681,1.64%
2015-08,24,华晨宝马,24048,1.6%
2015-08,25,奇瑞汽车,23868,1.59%
2015-08,26,比亚迪,19843,1.32%
2015-08,27,东风雪铁龙,19009,1.26%
2015-08,28,长安汽车,16726,1.11%
2015-08,29,广汽乘用车,16012,1.07%
2015-08,30,上汽大众斯柯达,15008,1%
2015-08,31,东风风行,14809,0.99%
2015-08,32,北汽幻速,13338,0.89%
2015-08,33,众泰汽车,12308,0.82%
2015-08,34,东风小康,11629,0.77%
2015-08,35,华晨中华,10712,0.71%
2015-08,36,长安马自达,10592,0.7%
2015-08,37,东风日产,9203,0.61%
2015-08,38,北汽昌河,8797,0.59%
2015-08,39,力帆汽车,8478,0.56%
2015-08,40,一汽海马,8109,0.54%
2015-08,41,一汽奔腾,7610,0.51%
2015-08,42,长安铃木,6760,0.45%
2015-08,43,上汽集团,6377,0.42%
2015-08,44,东风乘用车,6082,0.4%
2015-08,45,鑫源汽车,5677,0.38%
2015-08,46,SWM斯威汽车,5677,0.38%
2015-08,47,北京汽车,5251,0.35%
2015-08,48,一汽马自达,5095,0.34%
2015-08,49,华泰汽车,5030,0.33%
2015-08,50,东风小康,4997,0.33%
2015-08,51,上汽集团,4994,0.33%
2015-08,52,海马汽车,4673,0.31%
2015-08,53,东风裕隆,4465,0.3%
2015-08,54,上汽通用凯迪拉克,3876,0.26%
2015-08,55,东南汽车,3505,0.23%
2015-08,56,绵阳金杯,3490,0.23%
2015-08,57,天津一汽,2685,0.18%
2015-08,58,长城汽车,2614,0.17%
2015-08,59,一汽吉林,2363,0.16%
2015-08,60,昌河铃木,2158,0.14%
2015-08,61,广汽菲克菲亚特,2112,0.14%
2015-08,62,东风英菲尼迪,1912,0.13%
2015-08,63,DS汽车,1622,0.11%
2015-08,64,凯翼汽车,1620,0.11%
2015-08,65,广汽三菱,1500,0.1%
2015-08,66,江铃集团新能源,1424,0.09%
2015-08,67,江铃轻卡,1424,0.09%
2015-08,68,上汽大通,1342,0.09%
2015-08,69,北汽昌河,1317,0.09%
2015-08,70,福田汽车,1102,0.07%
2015-08,71,观致汽车,1037,0.07%
2015-08,72,野马汽车,983,0.07%
2015-08,73,华晨雷诺,899,0.06%
2015-08,74,福汽新龙马,803,0.05%
2015-08,75,郑州日产,783,0.05%
2015-08,76,知豆电动车,695,0.05%
2015-08,77,郑州日产,670,0.04%
2015-08,78,郑州日产,413,0.03%
2015-08,79,腾势汽车,391,0.03%
2015-08,80,奇瑞威麟,383,0.03%
2015-08,81,开瑞汽车,373,0.02%
2015-08,82,广汽吉奥,364,0.02%
2015-08,83,北京越野,305,0.02%
2015-08,84,曙光汽车,302,0.02%
2015-08,85,广汽本田,278,0.02%
2015-08,86,福建奔驰,264,0.02%
2015-08,87,一汽红旗,211,0.01%
2015-08,88,东南三菱,200,0.01%
2015-08,89,北京汽车制造厂,142,0.01%
2015-08,90,浙江永源,83,0.01%
2015-08,91,一汽欧朗,65,-
2015-09,1,上汽大众,121281,6.54%
2015-09,2,上汽通用别克,97437,5.25%
2015-09,3,一汽-大众,96591,5.21%
2015-09,4,上汽通用五菱,94303,5.08%
2015-09,5,北京现代,90108,4.86%
2015-09,6,东风日产,76672,4.13%
2015-09,7,长安汽车,65549,3.53%
2015-09,8,长安福特,64685,3.49%
2015-09,9,进口标致,59637,3.21%
2015-09,10,长城汽车,58642,3.16%
2015-09,11,上汽通用雪佛兰,56844,3.06%
2015-09,12,一汽丰田,53906,2.9%
2015-09,13,长城汽车,52081,2.81%
2015-09,14,广汽本田,49727,2.68%
2015-09,15,一汽-大众奥迪,49672,2.68%
2015-09,16,上汽通用五菱,48059,2.59%
2015-09,17,吉利汽车,43867,2.36%
2015-09,18,悦达起亚,42194,2.27%
2015-09,19,东风本田,39804,2.14%
2015-09,20,东风标致,33379,1.8%
2015-09,21,广汽丰田,33014,1.78%
2015-09,22,比亚迪,30511,1.64%
2015-09,23,江淮汽车,29379,1.58%
2015-09,24,东风雪铁龙,26258,1.42%
2015-09,25,华晨宝马,25801,1.39%
2015-09,26,奇瑞汽车,25355,1.37%
2015-09,27,北京奔驰,24437,1.32%
2015-09,28,长安汽车,24089,1.3%
2015-09,29,上汽大众斯柯达,23992,1.29%
2015-09,30,广汽乘用车,22167,1.19%
2015-09,31,北汽幻速,16806,0.91%
2015-09,32,东风风行,16320,0.88%
2015-09,33,众泰汽车,15457,0.83%
2015-09,34,力帆汽车,15445,0.83%
2015-09,35,东风小康,14369,0.77%
2015-09,36,北京汽车,13921,0.75%
2015-09,37,长安马自达,13632,0.73%
2015-09,38,北汽昌河,13444,0.72%
2015-09,39,一汽奔腾,12623,0.68%
2015-09,40,华晨中华,10332,0.56%
2015-09,41,东风乘用车,9604,0.52%
2015-09,42,东风日产,9455,0.51%
2015-09,43,一汽海马,9443,0.51%
2015-09,44,长安铃木,8152,0.44%
2015-09,45,鑫源汽车,7918,0.43%
2015-09,46,SWM斯威汽车,7918,0.43%
2015-09,47,上汽集团,7035,0.38%
2015-09,48,一汽马自达,6809,0.37%
2015-09,49,东南汽车,6058,0.33%
2015-09,50,华泰汽车,5930,0.32%
2015-09,51,东风裕隆,5638,0.3%
2015-09,52,上汽集团,5595,0.3%
2015-09,53,上汽通用凯迪拉克,4935,0.27%
2015-09,54,海马汽车,4349,0.23%
2015-09,55,天津一汽,3759,0.2%
2015-09,56,长城汽车,3664,0.2%
2015-09,57,东风小康,3654,0.2%
2015-09,58,一汽吉林,3502,0.19%
2015-09,59,广汽三菱,3101,0.17%
2015-09,60,昌河铃木,3031,0.16%
2015-09,61,中国重汽VGV,2795,0.15%
2015-09,62,东风英菲尼迪,2391,0.13%
2015-09,63,DS汽车,2306,0.12%
2015-09,64,野马汽车,2187,0.12%
2015-09,65,广汽菲克菲亚特,2100,0.11%
2015-09,66,凯翼汽车,2093,0.11%
2015-09,67,绵阳金杯,1875,0.1%
2015-09,68,江铃集团新能源,1827,0.1%
2015-09,69,江铃轻卡,1827,0.1%
2015-09,70,上汽大通,1772,0.1%
2015-09,71,北汽昌河,1678,0.09%
2015-09,72,观致汽车,1400,0.08%
2015-09,73,福田汽车,1247,0.07%
2015-09,74,郑州日产,1135,0.06%
2015-09,75,一汽红旗,1041,0.06%
2015-09,76,华晨雷诺,902,0.05%
2015-09,77,郑州日产,798,0.04%
2015-09,78,福汽新龙马,642,0.03%
2015-09,79,华晨华颂,621,0.03%
2015-09,80,福建奔驰,467,0.03%
2015-09,81,郑州日产,457,0.02%
2015-09,82,奇瑞威麟,406,0.02%
2015-09,83,浙江永源,327,0.02%
2015-09,84,北京越野,279,0.02%
2015-09,85,广汽本田,279,0.02%
2015-09,86,开瑞汽车,262,0.01%
2015-09,87,腾势汽车,252,0.01%
2015-09,88,曙光汽车,231,0.01%
2015-09,89,东南三菱,198,0.01%
2015-09,90,知豆电动车,197,0.01%
2015-09,91,北京汽车制造厂,167,0.01%
2015-09,92,广汽吉奥,152,0.01%
2015-09,93,一汽欧朗,30,-
2015-10,1,上汽大众,128222,6.22%
2015-10,2,一汽-大众,104113,5.05%
2015-10,3,上汽通用别克,101599,4.93%
2015-10,4,北京现代,100069,4.86%
2015-10,5,上汽通用五菱,98706,4.79%
2015-10,6,东风日产,86123,4.18%
2015-10,7,长安福特,81028,3.93%
2015-10,8,长城汽车,72493,3.52%
2015-10,9,长安汽车,67115,3.26%
2015-10,10,进口标致,65138,3.16%
2015-10,11,长城汽车,63826,3.1%
2015-10,12,一汽丰田,59375,2.88%
2015-10,13,悦达起亚,57855,2.81%
2015-10,14,上汽通用雪佛兰,54596,2.65%
2015-10,15,上汽通用五菱,54178,2.63%
2015-10,16,吉利汽车,50411,2.45%
2015-10,17,一汽-大众奥迪,47236,2.29%
2015-10,18,广汽本田,47151,2.29%
2015-10,19,比亚迪,41698,2.02%
2015-10,20,东风本田,39731,1.93%
2015-10,21,广汽丰田,38012,1.84%
2015-10,22,东风标致,37079,1.8%
2015-10,23,江淮汽车,32539,1.58%
2015-10,24,奇瑞汽车,32406,1.57%
2015-10,25,东风雪铁龙,28059,1.36%
2015-10,26,上汽大众斯柯达,25018,1.21%
2015-10,27,广汽乘用车,24588,1.19%
2015-10,28,长安汽车,23928,1.16%
2015-10,29,华晨宝马,22894,1.11%
2015-10,30,北汽幻速,22633,1.1%
2015-10,31,众泰汽车,22418,1.09%
2015-10,32,北京奔驰,21054,1.02%
2015-10,33,东风小康,19779,0.96%
2015-10,34,东风风行,19660,0.95%
2015-10,35,北汽昌河,16754,0.81%
2015-10,36,力帆汽车,16040,0.78%
2015-10,37,北京汽车,15781,0.77%
2015-10,38,一汽奔腾,14423,0.7%
2015-10,39,东风日产,13705,0.67%
2015-10,40,长安马自达,13342,0.65%
2015-10,41,华晨中华,13292,0.65%
2015-10,42,一汽海马,10730,0.52%
2015-10,43,长安铃木,10510,0.51%
2015-10,44,上汽集团,9785,0.47%
2015-10,45,东风乘用车,9394,0.46%
2015-10,46,鑫源汽车,8573,0.42%
2015-10,47,SWM斯威汽车,8573,0.42%
2015-10,48,一汽马自达,7621,0.37%
2015-10,49,东南汽车,7589,0.37%
2015-10,50,上汽集团,6496,0.32%
2015-10,51,东风裕隆,6433,0.31%
2015-10,52,华泰汽车,6068,0.29%
2015-10,53,海马汽车,5465,0.27%
2015-10,54,长城汽车,5336,0.26%
2015-10,55,天津一汽,5237,0.25%
2015-10,56,昌河铃木,5191,0.25%
2015-10,57,东风小康,4438,0.22%
2015-10,58,上汽通用凯迪拉克,4400,0.21%
2015-10,59,中国重汽VGV,4341,0.21%
2015-10,60,广汽三菱,4306,0.21%
2015-10,61,一汽吉林,3300,0.16%
2015-10,62,北汽昌河,2877,0.14%
2015-10,63,绵阳金杯,2830,0.14%
2015-10,64,广汽菲克菲亚特,2521,0.12%
2015-10,65,东风英菲尼迪,2318,0.11%
2015-10,66,野马汽车,2041,0.1%
2015-10,67,凯翼汽车,1805,0.09%
2015-10,68,福汽新龙马,1453,0.07%
2015-10,69,福田汽车,1407,0.07%
2015-10,70,观致汽车,1403,0.07%
2015-10,71,华晨雷诺,1384,0.07%
2015-10,72,上汽大通,1219,0.06%
2015-10,73,江铃轻卡,1191,0.06%
2015-10,74,江铃集团新能源,1191,0.06%
2015-10,75,华晨华颂,1033,0.05%
2015-10,76,郑州日产,1017,0.05%
2015-10,77,DS汽车,1010,0.05%
2015-10,78,郑州日产,935,0.05%
2015-10,79,浙江永源,729,0.04%
2015-10,80,郑州日产,715,0.03%
2015-10,81,广汽吉奥,496,0.02%
2015-10,82,一汽红旗,462,0.02%
2015-10,83,福建奔驰,388,0.02%
2015-10,84,奇瑞威麟,379,0.02%
2015-10,85,北京越野,316,0.02%
2015-10,86,广汽本田,272,0.01%
2015-10,87,知豆电动车,269,0.01%
2015-10,88,东南三菱,202,0.01%
2015-10,89,曙光汽车,191,0.01%
2015-10,90,江西五十铃,190,0.01%
2015-10,91,腾势汽车,185,0.01%
2015-10,92,开瑞汽车,146,0.01%
2015-10,93,一汽欧朗,68,-
2015-10,94,江铃福特,55,-
2015-10,95,北京汽车制造厂,32,-
2015-10,96,奇瑞瑞麒,1,-
2015-11,1,上汽大众,148887,6.41%
2015-11,2,上汽通用别克,120044,5.17%
2015-11,3,一汽-大众,117876,5.08%
2015-11,4,上汽通用五菱,116611,5.02%
2015-11,5,北京现代,110094,4.74%
2015-11,6,东风日产,102960,4.43%
2015-11,7,长安福特,89353,3.85%
2015-11,8,长城汽车,80442,3.46%
2015-11,9,进口标致,70637,3.04%
2015-11,10,长城汽车,70256,3.03%
2015-11,11,悦达起亚,70064,3.02%
2015-11,12,长安汽车,68886,2.97%
2015-11,13,一汽丰田,63693,2.74%
2015-11,14,上汽通用五菱,58665,2.53%
2015-11,15,上汽通用雪佛兰,56207,2.42%
2015-11,16,吉利汽车,53843,2.32%
2015-11,17,广汽本田,53300,2.3%
2015-11,18,一汽-大众奥迪,50803,2.19%
2015-11,19,比亚迪,44669,1.92%
2015-11,20,东风本田,44334,1.91%
2015-11,21,奇瑞汽车,42273,1.82%
2015-11,22,东风标致,40031,1.72%
2015-11,23,广汽丰田,37757,1.63%
2015-11,24,江淮汽车,35699,1.54%
2015-11,25,东风雪铁龙,30606,1.32%
2015-11,26,上汽大众斯柯达,29547,1.27%
2015-11,27,广汽乘用车,28331,1.22%
2015-11,28,华晨宝马,28138,1.21%
2015-11,29,东风风行,26130,1.13%
2015-11,30,北汽幻速,25785,1.11%
2015-11,31,众泰汽车,25143,1.08%
2015-11,32,北京奔驰,24362,1.05%
2015-11,33,长安汽车,23619,1.02%
2015-11,34,华晨中华,22465,0.97%
2015-11,35,北汽昌河,21665,0.93%
2015-11,36,北京汽车,17291,0.74%
2015-11,37,力帆汽车,16553,0.71%
2015-11,38,鑫源汽车,14902,0.64%
2015-11,39,SWM斯威汽车,14902,0.64%
2015-11,40,一汽海马,14793,0.64%
2015-11,41,长安马自达,13933,0.6%
2015-11,42,一汽奔腾,13729,0.59%
2015-11,43,上汽集团,12921,0.56%
2015-11,44,东风日产,11215,0.48%
2015-11,45,东风乘用车,10265,0.44%
2015-11,46,长安铃木,9915,0.43%
2015-11,47,东南汽车,9385,0.4%
2015-11,48,海马汽车,8698,0.37%
2015-11,49,东风小康,8085,0.35%
2015-11,50,华泰汽车,7780,0.34%
2015-11,51,上汽集团,7525,0.32%
2015-11,52,一汽马自达,6835,0.29%
2015-11,53,长城汽车,6588,0.28%
2015-11,54,东风裕隆,6378,0.27%
2015-11,55,天津一汽,6040,0.26%
2015-11,56,上汽通用凯迪拉克,5203,0.22%
2015-11,57,广汽三菱,5052,0.22%
2015-11,58,昌河铃木,5049,0.22%
2015-11,59,中国重汽VGV,4999,0.22%
2015-11,60,绵阳金杯,4468,0.19%
2015-11,61,一汽吉林,4229,0.18%
2015-11,62,华晨华颂,4155,0.18%
2015-11,63,东风小康,3940,0.17%
2015-11,64,北汽昌河,3264,0.14%
2015-11,65,凯翼汽车,2581,0.11%
2015-11,66,广汽菲克菲亚特,2451,0.11%
2015-11,67,东风英菲尼迪,2374,0.1%
2015-11,68,广汽菲克Jeep,2171,0.09%
2015-11,69,江铃福特,1944,0.08%
2015-11,70,野马汽车,1788,0.08%
2015-11,71,福田汽车,1590,0.07%
2015-11,72,观致汽车,1432,0.06%
2015-11,73,DS汽车,1379,0.06%
2015-11,74,郑州日产,1237,0.05%
2015-11,75,上汽大通,1199,0.05%
2015-11,76,江铃集团新能源,1090,0.05%
2015-11,77,江铃轻卡,1090,0.05%
2015-11,78,华晨雷诺,1085,0.05%
2015-11,79,郑州日产,1020,0.04%
2015-11,80,福汽新龙马,981,0.04%
2015-11,81,郑州日产,909,0.04%
2015-11,82,浙江永源,729,0.03%
2015-11,83,腾势汽车,715,0.03%
2015-11,84,福建奔驰,669,0.03%
2015-11,85,广汽吉奥,518,0.02%
2015-11,86,一汽红旗,451,0.02%
2015-11,87,东南三菱,360,0.02%
2015-11,88,北京越野,330,0.01%
2015-11,89,奇瑞威麟,270,0.01%
2015-11,90,曙光汽车,173,0.01%
2015-11,91,江西五十铃,166,0.01%
2015-11,92,知豆电动车,159,0.01%
2015-11,93,开瑞汽车,132,0.01%
2015-11,94,北京汽车制造厂,83,-
2015-11,95,一汽欧朗,15,-
2015-11,96,广汽本田,6,-
2015-12,1,上汽大众,130554,5.07%
2015-12,2,上汽通用五菱,129979,5.05%
2015-12,3,上汽通用别克,128049,4.97%
2015-12,4,北京现代,127970,4.97%
2015-12,5,东风日产,120309,4.67%
2015-12,6,一汽-大众,101397,3.94%
2015-12,7,广汽本田,99105,3.85%
2015-12,8,长安福特,96548,3.75%
2015-12,9,悦达起亚,86778,3.37%
2015-12,10,长城汽车,85357,3.31%
2015-12,11,上汽通用五菱,83958,3.26%
2015-12,12,长城汽车,78989,3.07%
2015-12,13,上汽通用雪佛兰,78908,3.06%
2015-12,14,进口标致,74542,2.89%
2015-12,15,一汽丰田,70028,2.72%
2015-12,16,长安汽车,56587,2.2%
2015-12,17,吉利汽车,56560,2.2%
2015-12,18,东风本田,52596,2.04%
2015-12,19,比亚迪,52110,2.02%
2015-12,20,奇瑞汽车,49739,1.93%
2015-12,21,一汽-大众奥迪,46620,1.81%
2015-12,22,东风标致,42132,1.64%
2015-12,23,江淮汽车,39941,1.55%
2015-12,24,北汽幻速,39789,1.54%
2015-12,25,广汽丰田,35782,1.39%
2015-12,26,上汽大众斯柯达,33645,1.31%
2015-12,27,众泰汽车,33082,1.28%
2015-12,28,北汽昌河,32916,1.28%
2015-12,29,东风雪铁龙,32410,1.26%
2015-12,30,东风风行,30251,1.17%
2015-12,31,北京奔驰,29489,1.14%
2015-12,32,华晨中华,25333,0.98%
2015-12,33,广汽乘用车,24881,0.97%
2015-12,34,北京汽车,24747,0.96%
2015-12,35,华晨宝马,24364,0.95%
2015-12,36,一汽奔腾,17150,0.67%
2015-12,37,鑫源汽车,16158,0.63%
2015-12,38,SWM斯威汽车,16158,0.63%
2015-12,39,东风日产,16044,0.62%
2015-12,40,一汽海马,15847,0.62%
2015-12,41,长安汽车,14568,0.57%
2015-12,42,上汽集团,13802,0.54%
2015-12,43,东南汽车,12658,0.49%
2015-12,44,长安铃木,11890,0.46%
2015-12,45,东风小康,10934,0.42%
2015-12,46,海马汽车,10297,0.4%
2015-12,47,长安马自达,9940,0.39%
2015-12,48,上汽集团,9886,0.38%
2015-12,49,广汽三菱,8580,0.33%
2015-12,50,一汽马自达,8258,0.32%
2015-12,51,华泰汽车,7873,0.31%
2015-12,52,东风乘用车,7829,0.3%
2015-12,53,昌河铃木,7490,0.29%
2015-12,54,天津一汽,6772,0.26%
2015-12,55,东风小康,6368,0.25%
2015-12,56,长城汽车,6368,0.25%
2015-12,57,知豆电动车,6164,0.24%
2015-12,58,广汽菲克Jeep,5836,0.23%
2015-12,59,上汽通用凯迪拉克,5642,0.22%
2015-12,60,东风裕隆,5508,0.21%
2015-12,61,一汽吉林,4340,0.17%
2015-12,62,力帆汽车,4217,0.16%
2015-12,63,中国重汽VGV,4186,0.16%
2015-12,64,华晨华颂,4059,0.16%
2015-12,65,北汽昌河,3793,0.15%
2015-12,66,绵阳金杯,3781,0.15%
2015-12,67,福田汽车,3246,0.13%
2015-12,68,江铃福特,3006,0.12%
2015-12,69,东风英菲尼迪,2864,0.11%
2015-12,70,福汽新龙马,2796,0.11%
2015-12,71,DS汽车,2633,0.1%
2015-12,72,广汽菲克菲亚特,2523,0.1%
2015-12,73,江铃轻卡,2370,0.09%
2015-12,74,江铃集团新能源,2370,0.09%
2015-12,75,凯翼汽车,2077,0.08%
2015-12,76,观致汽车,2001,0.08%
2015-12,77,上汽大通,1331,0.05%
2015-12,78,郑州日产,1212,0.05%
2015-12,79,华晨雷诺,1143,0.04%
2015-12,80,郑州日产,1031,0.04%
2015-12,81,福建奔驰,915,0.04%
2015-12,82,郑州日产,876,0.03%
2015-12,83,腾势汽车,872,0.03%
2015-12,84,浙江永源,795,0.03%
2015-12,85,广汽吉奥,692,0.03%
2015-12,86,开瑞汽车,637,0.02%
2015-12,87,东南三菱,626,0.02%
2015-12,88,一汽红旗,558,0.02%
2015-12,89,广汽本田,493,0.02%
2015-12,90,野马汽车,489,0.02%
2015-12,91,北京越野,317,0.01%
2015-12,92,奇瑞威麟,294,0.01%
2015-12,93,曙光汽车,186,0.01%
2015-12,94,江西五十铃,107,-
2015-12,95,一汽欧朗,44,-
2015-12,96,北京汽车制造厂,40,-
2016-01,1,上汽大众,177536,7.38%
2016-01,2,一汽-大众,127243,5.29%
2016-01,3,上汽通用别克,123095,5.12%
2016-01,4,上汽通用五菱,109053,4.54%
2016-01,5,长安福特,96987,4.03%
2016-01,6,长安汽车,90791,3.78%
2016-01,7,上汽通用五菱,82127,3.42%
2016-01,8,长城汽车,80193,3.34%
2016-01,9,北京现代,75236,3.13%
2016-01,10,长城汽车,74165,3.08%
2016-01,11,东风日产,70330,2.92%
2016-01,12,进口标致,63069,2.62%
2016-01,13,吉利汽车,60138,2.5%
2016-01,14,一汽-大众奥迪,55285,2.3%
2016-01,15,一汽丰田,52613,2.19%
2016-01,16,悦达起亚,48675,2.02%
2016-01,17,江淮汽车,48480,2.02%
2016-01,18,广汽丰田,45009,1.87%
2016-01,19,广汽本田,43008,1.79%
2016-01,20,广汽本田,43008,1.79%
2016-01,21,比亚迪,42949,1.79%
2016-01,22,上汽通用雪佛兰,42351,1.76%
2016-01,23,东风本田,42137,1.75%
2016-01,24,东风风行,40009,1.66%
2016-01,25,长安汽车,38958,1.62%
2016-01,26,奇瑞汽车,38587,1.6%
2016-01,27,东风标致,35059,1.46%
2016-01,28,北汽幻速,33294,1.38%
2016-01,29,广汽乘用车,33222,1.38%
2016-01,30,众泰汽车,31254,1.3%
2016-01,31,上汽大众斯柯达,30750,1.28%
2016-01,32,北京奔驰,28979,1.21%
2016-01,33,东风雪铁龙,28010,1.16%
2016-01,34,华晨宝马,27663,1.15%
2016-01,35,东风小康,25719,1.07%
2016-01,36,一汽海马,20727,0.86%
2016-01,37,华晨中华,20642,0.86%
2016-01,38,东风乘用车,20527,0.85%
2016-01,39,北京汽车,19166,0.8%
2016-01,40,长安马自达,18276,0.76%
2016-01,41,北汽昌河,17778,0.74%
2016-01,42,上汽集团,15264,0.63%
2016-01,43,长安铃木,14296,0.59%
2016-01,44,一汽奔腾,13115,0.55%
2016-01,45,东南汽车,11684,0.49%
2016-01,46,东风日产,11161,0.46%
2016-01,47,鑫源汽车,8858,0.37%
2016-01,48,SWM斯威汽车,8858,0.37%
2016-01,49,广汽菲克Jeep,8307,0.35%
2016-01,50,上汽集团,8282,0.34%
2016-01,51,海马汽车,8266,0.34%
2016-01,52,华泰汽车,7737,0.32%
2016-01,53,东风裕隆,7568,0.31%
2016-01,54,上汽通用凯迪拉克,6222,0.26%
2016-01,55,长城汽车,6028,0.25%
2016-01,56,昌河铃木,6027,0.25%
2016-01,57,中国重汽VGV,5207,0.22%
2016-01,58,野马汽车,4762,0.2%
2016-01,59,天津一汽,4731,0.2%
2016-01,60,力帆汽车,4568,0.19%
2016-01,61,一汽马自达,3941,0.16%
2016-01,62,绵阳金杯,3890,0.16%
2016-01,63,北汽昌河,3813,0.16%
2016-01,64,凯翼汽车,3044,0.13%
2016-01,65,一汽吉林,2632,0.11%
2016-01,66,DS汽车,2444,0.1%
2016-01,67,东风英菲尼迪,2157,0.09%
2016-01,68,广汽菲克菲亚特,2071,0.09%
2016-01,69,观致汽车,2009,0.08%
2016-01,70,东风小康,1652,0.07%
2016-01,71,广汽三菱,1601,0.07%
2016-01,72,江铃集团新能源,1371,0.06%
2016-01,73,江铃轻卡,1371,0.06%
2016-01,74,上汽大通,1233,0.05%
2016-01,75,郑州日产,1171,0.05%
2016-01,76,福田汽车,1131,0.05%
2016-01,77,华晨雷诺,931,0.04%
2016-01,78,郑州日产,902,0.04%
2016-01,79,郑州日产,807,0.03%
2016-01,80,福汽新龙马,712,0.03%
2016-01,81,广汽吉奥,415,0.02%
2016-01,82,江铃福特,347,0.01%
2016-01,83,一汽红旗,291,0.01%
2016-01,84,福建奔驰,277,0.01%
2016-01,85,东南三菱,265,0.01%
2016-01,86,开瑞汽车,207,0.01%
2016-01,87,腾势汽车,204,0.01%
2016-01,88,奇瑞威麟,191,0.01%
2016-01,89,一汽欧朗,98,-
2016-01,90,江西五十铃,77,-
2016-01,91,华晨华颂,67,-
2016-01,92,北京汽车制造厂,62,-
2016-01,93,曙光汽车,30,-
2016-01,94,北京越野,6,-
2016-01,95,浙江永源,1,-
2016-02,1,上汽大众,119001,8.18%
2016-02,2,一汽-大众,74082,5.09%
2016-02,3,上汽通用五菱,72950,5.02%
2016-02,4,上汽通用别克,65253,4.49%
2016-02,5,长安福特,64284,4.42%
2016-02,6,上汽通用五菱,62043,4.27%
2016-02,7,长安汽车,61022,4.2%
2016-02,8,北京现代,53226,3.66%
2016-02,9,长城汽车,52624,3.62%
2016-02,10,长城汽车,50017,3.44%
2016-02,11,悦达起亚,39540,2.72%
2016-02,12,一汽丰田,37222,2.56%
2016-02,13,长安汽车,36617,2.52%
2016-02,14,进口标致,33627,2.31%
2016-02,15,吉利汽车,33387,2.3%
2016-02,16,一汽-大众奥迪,32994,2.27%
2016-02,17,上汽通用雪佛兰,31814,2.19%
2016-02,18,江淮汽车,31605,2.17%
2016-02,19,东风日产,28176,1.94%
2016-02,20,东风本田,27616,1.9%
2016-02,21,广汽本田,25275,1.74%
2016-02,22,奇瑞汽车,23149,1.59%
2016-02,23,东风小康,21847,1.5%
2016-02,24,东风标致,21526,1.48%
2016-02,25,北汽幻速,20686,1.42%
2016-02,26,广汽丰田,18530,1.27%
2016-02,27,华晨中华,18318,1.26%
